country,Code,population,Class,Category,HDI (2018),IHDI (2018),Gini Coefficient(%),Year and survey,Population in Multidimensional poverty (%),Population Vulnerable to Multidimensional poverty (%),Last CPI,Previous CPI,Reference last CPI,last_percent_change_CPI,HAQ_Index,Year_HAQ,"('thousands', 'Accommodation and food service activities')","('thousands', 'Agriculture, Forestry and Fishing')","('thousands', 'Construction')","('thousands', 'Education')","('thousands', 'Finantial and insurance activities')","('thousands', 'Human health and social work activities')","('thousands', 'Manufacturing')","('thousands', 'Mining and Quarrying')","('thousands', 'Other services')","('thousands', 'Public administration and defense; Compulsory social security')","('thousands', 'Real state; Business and administrative activities')","('thousands', 'Total')","('thousands', 'Transport; Storage and Communication')","('thousands', 'Utilities')","('thousands', 'Wholesale and retail trade; repair of motor vehicles')",High impacted sectors (thousands),Medium-high impacted sectors (thousands),Medium impacted sectors (thousands),Low-medium impacted sectors (thousands),Low impacted sectors (thousands),"('percent', 'Accommodation and food service activities')","('percent', 'Agriculture, Forestry and Fishing')","('percent', 'Construction')","('percent', 'Education')","('percent', 'Finantial and insurance activities')","('percent', 'Human health and social work activities')","('percent', 'Manufacturing')","('percent', 'Mining and Quarrying')","('percent', 'Other services')","('percent', 'Public administration and defense; Compulsory social security')","('percent', 'Real state; Business and administrative activities')","('percent', 'Total')","('percent', 'Transport; Storage and Communication')","('percent', 'Utilities')","('percent', 'Wholesale and retail trade; repair of motor vehicles')",Normalized_Confirmed,High impacted sectors (percent),Medium-high impacted sectors (percent),Medium impacted sectors (percent),Low-medium impacted sectors (percent),Low impacted sectors (percent),S1_SIX,S2_SIX,S3_SIX,S4_SIX,S5_SIX,S6_SIX,S7_SIX,S_1,S_10,S_11,S_12,S_13,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,StringencyIx,date_last_stringency,informality_rate,year,countrydesc,cip_2017,cipRank_2017
Senegal,SEN,,,low human development,0.51377,0.346904158,40.3,2017 D,53.17118,16.37036,106.0,106.0,2020-03-01,0.0,44.4,2015.0,84.872,1206.352,262.157,184.627,23.909,68.133,246.11,27.887,728.353,111.695,77.191,4099.486,212.069,22.536,843.596,1251.769,940.422,313.953,1206.352,386.991,0.020703,0.294269,0.063949,0.045037,0.005832,0.01662,0.060034,0.006803,0.177669,0.027246,0.018829,1.0,0.051731,0.005497,0.205781,,0.305348,0.2294,0.076584,0.294269,0.0944,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Senegal,0.009308618000000001,110.0
Serbia,SRB,6982604.0,Upper_Middle_Income,high human development,0.79926,0.684558141,28.5,2014 M,0.339019,3.399762,201.0,201.0,2020-03-01,0.0,75.4,2015.0,134.239,532.073,161.095,220.187,52.624,195.406,657.948,38.579,293.236,182.178,214.157,3530.956,280.29,108.204,460.74,1467.084,573.526,252.298,532.073,705.975,0.038018,0.150688,0.045624,0.062359,0.014904,0.055341,0.186337,0.010926,0.083047,0.051595,0.060651,1.0,0.079381,0.030644,0.130486,1018.82,0.415492,0.162428,0.071453,0.150688,0.199939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2200000000.0,1.5,100.0,2020-04-23,13.7,2017.0,Serbia,0.041117761,62.0
Seychelles,SYC,96762.0,Upper_Middle_Income,very high human development,0.801395,,46.8,,,,112.0,112.0,2020-03-01,0.0,66.1,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.68,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,4.0,85.71,2020-04-23,,,,,
Sierra Leone,SLE,7650154.0,Low_Income,low human development,0.438465,0.282099964,34.0,2017 M,57.93045,19.63636,291.0,286.0,2020-02-01,1.748252,41.3,2015.0,6.974,1430.209,33.881,64.445,14.826,23.675,89.804,43.465,42.904,4.511,51.555,2628.885,60.654,4.792,757.189,905.522,103.558,92.172,1430.209,97.423,0.002653,0.544036,0.012888,0.024514,0.00564,0.009006,0.03416,0.016534,0.01632,0.001716,0.019611,1.0,0.023072,0.001823,0.288027,7.97,0.344451,0.039392,0.035061,0.544036,0.037059,100.0,100.0,100.0,0.0,100.0,100.0,66.67,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,15.0,85.71,2020-04-23,,,,,
Singapore,SGP,5638676.0,High_Income,very high human development,0.934819,0.810261033,,,,,100.0,100.0,2020-02-01,0.0,86.3,2015.0,228.464,24.211,174.763,154.208,263.318,147.307,307.825,3.251,136.555,382.803,574.512,3453.012,454.551,39.214,562.03,1672.831,591.106,441.332,24.211,723.532,0.066164,0.007012,0.050612,0.044659,0.076257,0.04266,0.089147,0.000941,0.039547,0.110861,0.16638,1.0,0.131639,0.011356,0.162765,1798.47,0.484456,0.171186,0.127811,0.007012,0.209536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,15.0,80.95,2020-04-23,,2017.0,Singapore,0.256263378,12.0
Slovakia,SVK,,,very high human development,0.856878,0.803983374,26.5,,,,176.0,176.0,2020-03-01,0.0,78.6,2015.0,112.86,54.53,240.42,191.117,52.825,207.0,626.707,11.507,77.912,231.613,166.673,2592.386,250.956,56.255,312.009,1218.249,328.868,304.752,54.53,685.985,0.043535,0.021035,0.092741,0.073722,0.020377,0.079849,0.241749,0.004439,0.030054,0.089344,0.064293,1.0,0.096805,0.0217,0.120356,,0.469933,0.126859,0.117557,0.021035,0.264615,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Slovakia,0.158904458,24.0
Slovenia,SVN,2073894.0,High_Income,very high human development,0.901601,0.858432468,25.4,,,,104.0,105.0,2020-03-01,-0.95238,87.4,2015.0,44.622,49.732,57.033,83.905,24.217,71.007,246.123,3.131,34.972,57.351,76.507,981.312,90.494,21.998,120.219,487.471,125.466,84.381,49.732,234.261,0.045472,0.050679,0.058119,0.085503,0.024678,0.072359,0.25081,0.003191,0.035638,0.058443,0.077964,1.0,0.092217,0.022417,0.122508,652.4,0.496754,0.127855,0.085988,0.050679,0.238722,100.0,100.0,100.0,100.0,100.0,100.0,66.67,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,100.0,2020-04-23,,2017.0,Slovenia,0.106588401,33.0
Solomon Islands,SLB,,,medium human development,0.557341,,37.1,,,,,,,,43.1,2015.0,3.428,127.226,8.74,18.317,4.322,6.23,21.341,1.716,71.711,9.56,17.722,343.342,12.707,1.004,39.318,81.809,84.418,14.778,127.226,35.111,0.009984,0.370552,0.025456,0.053349,0.012588,0.018145,0.062157,0.004998,0.208862,0.027844,0.051616,1.0,0.03701,0.002924,0.114516,,0.238273,0.245871,0.043042,0.370552,0.102262,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,,,other countries or territories,,,,,,,117.0,114.0,2020-03-01,2.631579,34.2,2015.0,27.658,2986.26,36.225,34.64,4.067,13.146,81.321,5.805,54.696,35.632,12.63,3597.012,31.338,4.148,269.447,391.056,86.034,46.097,2986.26,87.566,0.007689,0.830206,0.010071,0.00963,0.001131,0.003655,0.022608,0.001614,0.015206,0.009906,0.003511,1.0,0.008712,0.001153,0.074909,,0.108717,0.023918,0.012815,0.830206,0.024344,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,57779622.0,Upper_Middle_Income,high human development,0.704937,0.462607392,63.0,2016 D,6.256881,12.16881,115.0,114.0,2020-02-01,0.877193,52.0,2015.0,633.664,843.563,1493.616,966.383,420.009,1090.937,1759.098,436.975,2279.449,840.136,2203.512,16909.87,1034.605,152.202,2755.723,7351.997,3314.054,2350.6,843.563,3049.658,0.037473,0.049886,0.088328,0.057149,0.024838,0.064515,0.104028,0.025841,0.1348,0.049683,0.130309,1.0,0.061183,0.009001,0.162965,62.91,0.434775,0.195983,0.139008,0.049886,0.180348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2520000000.0,4.25,100.0,2020-04-23,30.4,2017.0,South Africa,0.067977514,45.0
South Sudan,SSD,10975920.0,Low_Income,low human development,0.41277,0.263879074,46.3,2010 M,91.86289,6.336535,9456.0,10881.0,2020-02-01,-13.0962,38.8,2015.0,49.821,2341.584,139.701,148.522,14.6,59.638,236.35,208.642,249.367,112.021,35.018,4171.516,91.97,5.198,479.085,800.274,341.337,362.943,2341.584,325.379,0.011943,0.561327,0.033489,0.035604,0.0035,0.014296,0.056658,0.050016,0.059779,0.026854,0.008395,1.0,0.022047,0.001246,0.114847,0.36,0.191842,0.081826,0.087005,0.561327,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,90.48,2020-04-23,,,,,
Spain,ESP,46796540.0,High_Income,very high human development,0.892788,0.764723448,36.2,,,,104.0,104.0,2020-03-01,0.0,89.6,2015.0,1789.496,795.366,1270.336,1378.031,439.439,1692.986,2473.836,32.5,1513.72,1363.027,2232.96,19899.58,1634.009,238.491,3045.381,9541.673,3147.729,1742.275,795.366,4672.535,0.089926,0.039969,0.063837,0.069249,0.022083,0.085076,0.124316,0.001633,0.076068,0.068495,0.112211,1.0,0.082113,0.011985,0.153037,4453.09,0.479491,0.158181,0.087553,0.039969,0.234806,100.0,100.0,100.0,66.67,100.0,100.0,66.67,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,95.24,2020-04-23,,2017.0,Spain,0.200879714,19.0
Sri Lanka,LKA,21670000.0,Lower_Middle_Income,high human development,0.780115,0.686024856,39.8,,,,133.0,135.0,2020-03-01,-1.48148,72.8,2015.0,232.943,1994.356,748.764,385.672,170.735,151.785,1693.808,65.04,330.083,514.567,262.189,8405.664,615.627,45.798,1194.297,3383.237,945.71,984.539,1994.356,1097.822,0.027713,0.237263,0.089079,0.045882,0.020312,0.018057,0.201508,0.007738,0.039269,0.061217,0.031192,1.0,0.07324,0.005448,0.142082,15.23,0.402495,0.112509,0.117128,0.237263,0.130605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,6.0,100.0,2020-04-23,62.1,2017.0,Sri Lanka,0.029042492000000003,77.0
Sudan,SDN,41801533.0,Lower_Middle_Income,low human development,0.507499,0.33198624,35.4,2014 M,52.32804,17.66053,2204.0,2160.0,2019-10-01,2.037037,50.1,2015.0,116.71,4232.791,645.817,507.596,35.122,214.161,849.643,169.189,133.947,591.395,419.468,10656.08,1096.483,25.481,1618.277,3004.098,1230.43,850.128,4232.791,1338.633,0.010952,0.397218,0.060605,0.047634,0.003296,0.020098,0.079733,0.015877,0.01257,0.055498,0.039364,1.0,0.102897,0.002391,0.151864,3.35,0.281914,0.115467,0.079779,0.397218,0.125622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,95.24,2020-04-23,,,,,
Suriname,SUR,,,high human development,0.720252,0.556622022,,2010 M,9.383132,4.472766,144.0,143.0,2020-01-01,0.699301,56.7,2015.0,11.566,15.119,20.3,7.921,3.929,8.24,10.415,13.756,20.83,29.31,10.991,203.066,13.728,3.222,33.738,66.71,34.558,37.985,15.119,48.693,0.056957,0.074454,0.099967,0.039007,0.019348,0.040578,0.051289,0.067742,0.102577,0.144337,0.054125,1.0,0.067604,0.015867,0.166143,,0.328514,0.170181,0.187057,0.074454,0.239789,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Suriname,0.009966536,105.0
Sweden,SWE,10175214.0,High_Income,very high human development,0.936628,0.874041308,29.2,,,,334.0,334.0,2020-03-01,0.0,90.5,2015.0,175.339,80.401,345.204,583.952,94.024,754.578,481.494,8.918,266.034,357.296,761.394,5013.822,493.473,52.319,559.397,1977.624,759.507,448.146,80.401,1748.145,0.034971,0.016036,0.06885,0.116468,0.018753,0.1505,0.096033,0.001779,0.05306,0.071262,0.151859,1.0,0.098423,0.010435,0.111571,1572.84,0.394434,0.151483,0.089382,0.016036,0.348665,0.0,0.0,100.0,0.0,100.0,66.67,33.33,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,61.9,2020-04-23,,2017.0,Sweden,0.20755184,16.0
Switzerland,CHE,8513227.0,High_Income,very high human development,0.945936,0.881521177,32.3,,,,102.0,102.0,2020-03-01,0.0,91.8,2015.0,204.363,136.868,319.266,357.31,246.421,695.809,586.564,3.049,295.784,220.479,689.954,4768.551,397.096,43.385,572.203,2053.084,692.88,568.736,136.868,1316.983,0.042856,0.028702,0.066952,0.074931,0.051676,0.145916,0.123007,0.000639,0.062028,0.046236,0.144688,1.0,0.083274,0.009098,0.119995,3310.85,0.430547,0.145302,0.119268,0.028702,0.276181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,-0.75,80.95,2020-04-23,,2017.0,Switzerland,0.31191961100000004,7.0
Syrian Arab Republic,,,,low human development,0.548903,,,2009 P,7.391764,7.748449,811.0,796.0,2018-12-01,1.884422,,,107.363,511.642,499.87,586.895,26.824,195.636,696.7,64.037,221.409,616.422,62.435,4875.597,317.581,31.832,936.952,1803.45,538.99,590.731,511.642,1430.785,0.02202,0.104939,0.102525,0.120374,0.005502,0.040126,0.142895,0.013134,0.045412,0.12643,0.012806,1.0,0.065137,0.006529,0.192172,,0.369893,0.110549,0.121161,0.104939,0.293458,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Syrian Arab Republic,0.008710105,116.0
Tajikistan,TJK,,,medium human development,0.656039,0.573903652,34.0,2017 D,7.444606,20.08651,100.0,101.0,2020-02-01,-0.9901,58.6,2015.0,33.515,989.59,198.064,186.772,26.296,94.007,126.456,10.207,52.022,104.688,26.996,2239.334,127.433,22.518,240.769,427.736,179.455,234.567,989.59,407.985,0.014967,0.441913,0.088448,0.083405,0.011743,0.04198,0.05647,0.004558,0.023231,0.04675,0.012055,1.0,0.056907,0.010056,0.107518,,0.19101,0.080138,0.104749,0.441913,0.18219,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Tajikistan,0.004147009,129.0
Tanzania (United Republic of),,,,low human development,0.528303,0.396701224,37.8,2015/2016 D,55.44843,24.20571,120.0,119.0,2020-03-01,0.840336,,,1290.795,17854.25,708.767,549.254,93.8,223.873,794.977,323.432,581.161,227.869,324.563,27520.84,866.323,46.423,3635.35,6045.685,1447.484,1125.999,17854.25,1047.419,0.046902,0.648754,0.025754,0.019958,0.003408,0.008135,0.028886,0.011752,0.021117,0.00828,0.011793,1.0,0.031479,0.001687,0.132094,,0.219677,0.052596,0.040914,0.648754,0.038059,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Tanzania (United Republic of),0.004706353,127.0
Thailand,THA,69428524.0,Upper_Middle_Income,high human development,0.764605,0.635066287,36.5,2015/2016 M,0.785432,7.175899,102.0,103.0,2020-03-01,-0.97087,70.8,2015.0,3056.676,12069.04,2086.294,1209.715,520.827,691.121,6356.212,73.515,1474.823,1672.022,1261.428,38732.7,1557.146,204.637,6499.242,17173.56,3031.969,2680.636,12069.04,3777.495,0.078917,0.311598,0.053864,0.031232,0.013447,0.017843,0.164105,0.001898,0.038077,0.043168,0.032568,1.0,0.040202,0.005283,0.167797,40.89,0.443387,0.078279,0.069209,0.311598,0.097527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.75,85.71,2020-04-23,37.2,2017.0,Thailand,0.145780529,27.0
Timor-Leste,,,,medium human development,0.625887,0.450431118,28.7,2016 D,45.81842,26.06532,,,,,,,6.111,234.015,21.919,30.424,6.886,5.876,14.867,10.973,20.678,14.404,16.205,534.972,29.32,4.882,118.412,155.595,49.998,39.778,234.015,55.586,0.011423,0.437434,0.040972,0.05687,0.012872,0.010984,0.02779,0.020511,0.038652,0.026925,0.030291,1.0,0.054807,0.009126,0.221342,,0.290847,0.093459,0.074355,0.437434,0.103905,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,,,low human development,0.512733,0.350019555,43.1,2013/2014 D,48.15326,21.80507,104.0,104.0,2019-12-01,0.0,44.3,2015.0,62.196,1386.463,101.669,71.85,20.614,46.068,357.894,15.789,376.901,43.901,89.662,3731.176,164.148,6.295,987.727,1497.479,541.049,138.072,1386.463,168.114,0.016669,0.371589,0.027249,0.019257,0.005525,0.012347,0.09592,0.004232,0.101014,0.011766,0.02403,1.0,0.043994,0.001687,0.264723,,0.401342,0.145008,0.037005,0.371589,0.045057,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,,,high human development,0.71743,,37.6,,,,,,,,62.1,2015.0,1.043,9.66,1.916,2.325,0.626,1.05,9.396,0.042,2.912,4.561,0.303,40.724,2.213,0.541,4.136,14.878,5.125,2.584,9.66,8.477,0.025611,0.237207,0.047048,0.057092,0.015372,0.025783,0.230724,0.001031,0.071506,0.111998,0.00744,1.0,0.054341,0.013285,0.101562,,0.365337,0.125847,0.063452,0.237207,0.208157,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Tonga,0.0,150.0
Trinidad and Tobago,TTO,1389858.0,High_Income,high human development,0.799028,,,2011 M,0.636561,3.681444,109.0,109.0,2020-01-01,0.0,62.1,2015.0,34.99,18.717,93.651,48.481,13.83,35.7,48.197,12.936,88.574,54.688,35.732,647.31,41.954,17.691,102.169,221.088,130.528,120.417,18.717,156.56,0.054054,0.028915,0.144677,0.074896,0.021365,0.055151,0.074457,0.019984,0.136834,0.084485,0.055201,1.0,0.064813,0.02733,0.157836,82.74,0.341549,0.201647,0.186027,0.028915,0.241862,0.0,100.0,0.0,0.0,0.0,100.0,66.67,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,85.71,2020-04-23,,2017.0,Trinidad and Tobago,0.046534072999999995,58.0
Tunisia,TUN,11565204.0,Upper_Middle_Income,high human development,0.739201,0.585110983,32.8,2011/2012 M,1.323684,3.746827,130.0,129.0,2020-03-01,0.775194,70.1,2015.0,147.184,438.36,416.183,284.1,33.534,104.344,658.687,21.051,115.161,344.641,107.487,3443.545,295.568,22.793,454.452,1367.81,410.729,470.768,438.36,755.878,0.042742,0.127299,0.120859,0.082502,0.009738,0.030301,0.191282,0.006113,0.033443,0.100083,0.031214,1.0,0.085832,0.006619,0.131972,77.91,0.39721,0.119275,0.13671,0.127299,0.219506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,6.75,85.71,2020-04-23,,2017.0,Tunisia,0.039630921,63.0
Turkey,TUR,82319724.0,Upper_Middle_Income,very high human development,0.80649,0.67545749,41.9,,,,451.0,448.0,2020-03-01,0.669643,76.2,2015.0,1713.676,5305.118,1992.376,1828.014,254.282,1521.351,5219.789,155.697,1189.36,1903.103,2484.447,29440.37,1535.49,308.353,4029.319,13447.23,2724.85,2402.355,5305.118,5560.821,0.058208,0.180199,0.067675,0.062092,0.008637,0.051676,0.1773,0.005289,0.040399,0.064643,0.084389,1.0,0.052156,0.010474,0.136864,1198.67,0.456762,0.092555,0.081601,0.180199,0.188884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,15400000000.0,8.75,85.71,2020-04-23,22.7,2017.0,Turkey,0.134332447,28.0
Turkmenistan,TKM,,,high human development,0.710131,0.578556758,,2015/2016 M,0.403192,2.408067,,,,,58.1,2015.0,23.777,502.404,152.425,159.797,19.651,100.879,881.179,25.308,68.374,92.458,93.428,2577.139,132.766,39.064,285.63,1284.014,201.14,197.384,502.404,392.198,0.009226,0.194946,0.059145,0.062006,0.007625,0.039144,0.341921,0.00982,0.026531,0.035876,0.036253,1.0,0.051517,0.015158,0.110832,,0.498232,0.078048,0.07659,0.194946,0.152183,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,other countries or territories,,,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,42723139.0,Low_Income,low human development,0.528191,0.387186044,42.8,2016 D,55.09199,24.90954,181.0,181.0,2020-03-01,0.0,42.9,2015.0,348.983,12350.88,382.43,447.57,30.087,141.568,654.966,72.778,433.024,125.673,128.004,17049.44,380.105,18.863,1534.508,2666.461,813.129,485.295,12350.88,733.674,0.020469,0.724416,0.022431,0.026251,0.001765,0.008303,0.038416,0.004269,0.025398,0.007371,0.007508,1.0,0.022294,0.001106,0.090003,1.43,0.156396,0.047692,0.028464,0.724416,0.043032,100.0,0.0,100.0,100.0,100.0,100.0,66.67,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,8.0,85.71,2020-04-23,85.0,2017.0,Uganda,0.004059977,130.0
Ukraine,UKR,44622516.0,Lower_Middle_Income,high human development,0.749746,0.700775902,25.0,2012 M,0.23975,0.418627,101.0,99.9,2020-03-01,1.101101,72.7,2015.0,420.266,2543.158,1194.597,1750.243,248.945,1226.317,2284.926,439.614,744.985,1040.791,706.779,18024.57,1519.363,544.81,3359.773,6771.744,2264.348,1883.156,2543.158,4562.161,0.023316,0.141094,0.066276,0.097103,0.013811,0.068036,0.126767,0.02439,0.041332,0.057743,0.039212,1.0,0.084294,0.030226,0.1864,160.68,0.375695,0.125626,0.104477,0.141094,0.253108,100.0,100.0,100.0,0.0,100.0,100.0,66.67,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,10.0,95.24,2020-04-23,15.7,2017.0,Ukraine,0.037255982,67.0
United Arab Emirates,ARE,9630959.0,High_Income,very high human development,0.866438,,,,,,108.0,108.0,2020-02-01,0.0,72.2,2015.0,391.826,92.266,1498.82,196.428,169.222,156.194,697.726,58.793,911.148,278.647,977.843,6753.072,491.697,53.79,778.673,2846.068,1402.845,1726.835,92.266,685.059,0.058022,0.013663,0.221946,0.029087,0.025059,0.023129,0.10332,0.008706,0.134923,0.041262,0.1448,1.0,0.072811,0.007965,0.115306,855.37,0.421448,0.207734,0.255711,0.013663,0.101444,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.25,95.24,2020-04-23,,2017.0,United Arab Emirates,0.072028479,42.0
United Kingdom,GBR,66460344.0,High_Income,very high human development,0.920352,0.84477463,33.2,,,,109.0,108.0,2020-02-01,0.925926,84.6,2015.0,1840.106,338.147,2422.887,3451.818,1356.528,4521.545,2896.201,131.793,1944.363,2194.804,4638.795,33633.31,3110.63,487.487,4298.213,13673.32,5054.993,3911.208,338.147,10655.65,0.054711,0.010054,0.072038,0.102631,0.040333,0.134436,0.086111,0.003919,0.057811,0.065257,0.137923,1.0,0.092487,0.014494,0.127796,2008.64,0.406541,0.150297,0.11629,0.010054,0.316818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.1,71.43,2020-04-23,,2017.0,United Kingdom,0.207033388,17.0
United States,USA,327000000.0,High_Income,very high human development,0.919926,0.796873402,41.5,,,,258.0,259.0,2020-03-01,-0.3861,81.3,2015.0,10609.82,2105.828,12237.33,14364.74,8017.258,22671.99,16712.27,620.043,9038.835,5778.063,19755.83,160488.5,16106.23,2054.882,20415.42,67493.34,25145.06,20874.63,2105.828,44869.68,0.06611,0.013121,0.07625,0.089506,0.049955,0.141269,0.104134,0.003863,0.056321,0.036003,0.123098,1.0,0.100357,0.012804,0.127208,2579.31,0.420549,0.156678,0.130069,0.013121,0.279582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.25,76.19,2020-04-23,,2017.0,United States,0.35508510200000004,5.0
Uruguay,URY,3449299.0,High_Income,very high human development,0.807764,0.703137941,39.5,,,,211.0,209.0,2020-03-01,0.956938,72.0,2015.0,63.018,128.255,117.828,106.723,28.187,141.177,162.27,2.615,191.627,107.27,145.716,1619.055,118.071,20.498,285.8,656.804,309.698,148.63,128.255,375.668,0.038923,0.079216,0.072776,0.065917,0.01741,0.087197,0.100225,0.001615,0.118357,0.066255,0.090001,1.0,0.072926,0.01266,0.176523,159.16,0.405671,0.191283,0.0918,0.079216,0.232029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,9.25,64.29,2020-04-23,33.2,2017.0,Uruguay,0.027256613,79.0
Uzbekistan,UZB,32955400.0,Lower_Middle_Income,high human development,0.710478,,,,,,,,,,62.3,2015.0,226.281,3388.614,1949.092,1510.775,114.533,846.531,2048.388,109.785,569.034,790.412,346.218,14544.43,812.231,247.409,1585.13,4206.017,1381.265,2173.41,3388.614,3395.127,0.015558,0.232984,0.134009,0.103873,0.007875,0.058203,0.140837,0.007548,0.039124,0.054345,0.023804,1.0,0.055845,0.017011,0.108985,52.07,0.289184,0.094969,0.149432,0.232984,0.233431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,15.0,100.0,2020-04-23,,,,,
Vanuatu,VUT,,,medium human development,0.596848,,37.6,2007 M,38.76277,32.29516,160.0,158.0,2019-12-01,1.265823,43.1,2015.0,5.857,69.758,5.331,1.097,0.934,0.294,2.212,0.125,7.853,9.523,2.557,126.243,6.371,0.293,14.039,24.665,14.224,6.39,69.758,11.207,0.046395,0.552569,0.042228,0.00869,0.007398,0.002329,0.017522,0.00099,0.062205,0.075434,0.020255,1.0,0.050466,0.002321,0.111206,,0.195377,0.112672,0.050617,0.552569,0.088773,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (Bolivarian Republic of),,,,high human development,0.725773,0.6002741,,,,,16600000000.0,12000000000.0,2019-12-01,37.909,,,729.11,932.172,568.438,807.002,134.254,541.882,1014.647,111.399,1620.797,839.7,365.35,11109.32,1046.956,96.008,2301.603,4410.71,2667.753,814.091,932.172,2284.592,0.06563,0.083909,0.051168,0.072642,0.012085,0.048777,0.091333,0.010028,0.145895,0.075585,0.032887,1.0,0.094241,0.008642,0.207178,,0.397028,0.240137,0.07328,0.083909,0.205646,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Venezuela (Bolivarian Republic of),0.03541147,69.0
Viet Nam,,,,medium human development,0.692669,0.580090545,35.3,2013/2014 M,4.895178,5.619922,117.0,118.0,2020-03-01,-0.84746,,,2888.406,20514.86,4935.29,2297.395,439.266,592.966,10627.48,206.175,1480.898,1832.106,979.661,56622.1,2278.358,286.283,7262.96,21758.51,3759.256,5580.731,20514.86,5008.75,0.051012,0.362312,0.087162,0.040574,0.007758,0.010472,0.187691,0.003641,0.026154,0.032357,0.017302,1.0,0.040238,0.005056,0.128271,,0.384276,0.066392,0.098561,0.362312,0.088459,,,,,,,,,,,,,,,,,,,,,,,68.2,2017.0,Viet Nam,0.07133756299999999,43.0
