,username,text,retweets,favorites,replies,tweet_id,user_id,date,hashtags,mentions,tweet_location,user_location,city,state,country
5137,gamyahotrinaik,uninstall tiktok app from your device how can we use such a app which spoil our culture by promote acid attck religious abuse domestic violence rape as tiktok have no accountibility towards such things we should not use it bantiktoklnlndia,0,0,0,1262657040595529733,546112718,2020-05-19 08:11:12+00:00,#BanTikToklnlndia,,,Bhawanipatna ,,Odisha,India
5140,abhish21691,saharanpurpol uppolice dineshdcop my father s facebook account be hack today and the hacker message several people and ask to transfer money through gpay or paytm he be in saharanpur this be the screenshot which have the phone number of the person,0,0,0,1263054265330708480,445506892,2020-05-20 10:29:37+00:00,,@saharanpurpol @Uppolice @Dineshdcop,,Mumbai,Mumbai,Maharashtra,India
5162,Shamitaharsh,in the name of research you refer to the jamuna paar thana as a hub only for report crimes to be those like domestic violence and pickpocketing be another oversimplification of the diaspora in delhi not all east delhiites do that,0,0,1,1262988530059444227,1421192870,2020-05-20 06:08:25+00:00,,,,Delhi,Delhi,Delhi,India
5165,_r_i_a_m,terrorism violence on animals abuse domestic violence rape acid attack this be what our country be learn bantiktoklnlndia tiktokdown tiktokexposed,33,38,1,1262649716480905217,708860790611124224,2020-05-19 07:42:05+00:00,#BanTikToklnlndia #tiktokdown #tiktokexposed,,,"Rajasthan, India",,Rajasthan,India
5168,vishalpnayak,tiktok s dark gut why porn sex rape violence be allow to thrive exemployee explain https wwopindiacom202005tiktokexemployeebytedancechinesecompanythrivewhysexpornrapeviolence via opindia_com aranganathan72 prakashjavdekar narendramodi smritiirani sharmarekha amitshah,0,0,0,1263072975714123776,991281736985165824,2020-05-20 11:43:58+00:00,,@OpIndia_com @ARanganathan72 @PrakashJavdekar @narendramodi @smritiirani @sharmarekha @AmitShah,,"Mumbai, India",Mumbai,Maharashtra,India
5192,deepanshuj_003,tik tokiyas be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they it spread violence in teenagersi think it should be ban tiktok damage our upcoming generation bantiktoklnlndia bantiktok jaihind,1,1,0,1262632053578891264,945664090843758592,2020-05-19 06:31:54+00:00,#BanTikToklnlndia #BanTiktok #JAIHIND,,,"Uttar Pradesh, India",,Uttar Pradesh,India
5195,miss_sharma737,i just fail to understand how some girls agree to make such misogynistic domestic violence sexual assault and cheap videos with boys both girls and boys be wrong tiktok be the virus which need to be eliminate asap tiktokban tiktokindia,0,4,0,1262715193882279937,886617896859848704,2020-05-19 12:02:16+00:00,#Tiktok #tiktokban #tiktokindia,,,"New Delhi, India",New Delhi,Delhi,India
5196,sweshasharma,the question now be not why win t the government help it be rather why doesn t it want to help india hat the poor our classism have be expose relentlessly amidst this crisis we be a country that be run on victim blame,0,1,0,1261986589950894081,27201969,2020-05-17 11:47:04+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
5211,faesaljanjua,numerous stories of sexual assault have be report along loc in pok women s say due to shell families have to move to a common dark village bunker where we be predate such incidents be common and have lead to pregnancies of many immature girls report newyorktimes,1,14,1,1262876252735602689,3020305494,2020-05-19 22:42:16+00:00,,@newyorktimes,,"Jammu, Jammu And Kashmir",Jammu,Jammu and Kashmir,India
5221,two_wheel_monk,mumbaipolice my uncle s facebook account have be hack and the person be ask for money his number be 7240681876,0,0,0,1262734660498423810,977555282770440192,2020-05-19 13:19:38+00:00,,@MumbaiPolice,,"Mumbai, India",Mumbai,Maharashtra,India
5229,_Shyampion_,this be so heartwrenching and heinous domestic violence should be curb in its every form,1,1,0,1262722052076777473,1112287105323958272,2020-05-19 12:29:32+00:00,,,,"Varanasi, India",Varanasi,Uttar Pradesh,India
5230,Lassi_Corner,tictok promote domesticviolence animalcruelty acidattacks childabuseontherise in the name of entertainment govt should ban this app on all platforms already rat drop to 20 on google play store bantiktoklnlndia,11,19,1,1262602483802599425,864062669778583552,2020-05-19 04:34:24+00:00,#DomesticViolence #AnimalCruelty #AcidAttacks #childabuseontherise #Entertainment #BanTikToklnlndia,,,"Bengaluru, India",Bengaluru,Karnataka,India
5231,sheshpalchoudh1,incidents of domestic violence increase substantially in lockdown period it be reflect in number of women present complain of bruise and sometimes grievous injuries of http headit be a most cruel form of mental and physical torture women be face every day,0,0,1,1262970767953846277,795705315392004096,2020-05-20 04:57:50+00:00,,,,"Jodhpur, India",Jodhpur,Rajasthan,India
5242,CMOPb,for some home be not the safest place to be speakup report if you notice domestic violence call 112 or reach out to sakhi one stop center,13,101,12,1262988432864768000,1015206768694190081,2020-05-20 06:08:02+00:00,#SpeakUp #Sakhi,,,"Punjab, India",,Punjab,India
5277,ketan83,be in nature or even view scenes of nature reduce anger fear amp stress and increase pleasant feel exposure to nature not only make you feel better emotionally it contribute to your physical wellbeing vc bbcearth deespeak parveenkaswan tandonraveena,1,2,0,1263082034387443713,57275961,2020-05-20 12:19:58+00:00,,@BBCEarth @deespeak @ParveenKaswan @TandonRaveena,,"Mumbai,Maharashtra,India",Mumbai,Maharashtra,India
5279,vinay_bgh,bargarhpolice request to check all legal and illegal liquor dealers suppliers especially in even require them to submit stock detail pre lock down domesticviolence increase day by day,0,0,0,1262645996527337472,53613916,2020-05-19 07:27:19+00:00,#DomesticViolence,@bargarhpolice,,"bargarh, india",,Odisha,India
5283,amogh_astra,ha okay that i can explain the only thing i m say be even valid for a politician in a high office be for them to be allow the freedom to speak their mind as long as they re not incite immediate violence baaki official secrets act defamation nsa hote hi hai na,0,1,0,1263168719095828481,236677456,2020-05-20 18:04:25+00:00,,,,"Chennai, India",சென்னை - Chennai,Tamil Nadu,India
5302,SanataniTina,bantiktokinindia as a girl i just do nt understand how can another girl take such an active role in promote rape domestic violence and acid attak those cringy girls be equally to be blame for it request hmoindia to kindly look into the matter at the earliest,5,11,1,1262735787143069697,1262685096076689408,2020-05-19 13:24:06+00:00,#BanTikTokInIndia,@HMOIndia,,Akhand Bharat,,Bihar,India
5303,manapatnaik,https wwfacebookcom323051474932994posts674258383145633 sfnsnwiwspmo amp extidweswbvct4gr9euau amp dn amp vhe suvbharat_times pmoindia manapatnaik cmoodisha dgpodisha homedepartment bjd bjpodisha odishapolice rowdyism violent clash arrogant thirddegree crime publicagainstpolice commissioneratepolice bilingualnewsportal,0,0,1,1263191939391852545,1258970592788779013,2020-05-20 19:36:41+00:00,#pmoindia #cmoodisha #dgpodisha #homedepartment #bjd #bjpodisha #odishapolice #rowdyism #violent #clash #arrogant #thirddegree #crime #publicagainstpolice #commissioneratepolice #bilingualnewsportal,@Suvbharat_Times @manapatnaik,,"Bhubaneswar, Odisha, India",Bhubaneswar Municipal Corporation,Odisha,India
5315,fazalabid8,justiceforkirti dmsambhal myogiadityanath cmofficeup tapseepannu4 please do the investigation kirti get murder help her family governmentofindia uttarpradesh,0,0,0,1263172253979566081,1251214012139933697,2020-05-20 18:18:28+00:00,#justiceforkirti #governmentofindia #UttarPradesh,@DmSambhal @myogiadityanath @CMOfficeUP @TapseePannu4,,"Varanasi, India",Varanasi,Uttar Pradesh,India
5322,pratyasharath,295a be a blot on our fundamental right just a tool to police speech harass political adversaries and intimidate people into silence we have enough examples of its arbitrary usage across state across political party speak out against it or it will be you next,133,309,3,1262006024040583168,119446687,2020-05-17 13:04:17+00:00,,,,"Hyderabad, India",Hyderabad,Telangana,India
5334,JPulasaria,my arm turn salty with the drop when i kiss my heart beat turn purple when u felt u bite me with those nail and the burn excite me how can you go away findme,0,2,2,1263145876018597891,3781173434,2020-05-20 16:33:39+00:00,#FindMe,,,India,,Madhya Pradesh,India
5347,Rjbharadwaj001,whether he s rapist brother father chacha or a girl who be plan rape on herself by some fake id on insta on bois locker room or any goody a sadhu full of anger and greed we can find every type of person but what we conceive matter we believe in jiyo aur jeene do,0,0,0,1263190003733200902,1196834531468165121,2020-05-20 19:29:00+00:00,,,,India,,Madhya Pradesh,India
5350,MumbaiExpress11,central industrial security forcecisf central reserve police forcecrpf deploy on various zone in mumbai here s a parade of cisf at dongri mumbai mumbaiexpressnews crpf cisf mumbaipolice cmomaharashtra lockdownindia lockdown4,0,1,0,1263229847993810946,1257398483629125633,2020-05-20 22:07:20+00:00,#mumbaiexpressnews #CRPF #CISF #lockdownindia #Lockdown4,@MumbaiPolice @CMOMaharashtra,,"Mumbai, India",Mumbai,Maharashtra,India
5358,pikuu0410,sir my mausaji be critical corona positive seek help from u coz try many hospitals but no bed available he be very very critical sir he be at home with his wife mausi and 3 kid v all be worry n afraid pls help he stay at khar east teacher s colony,0,0,0,1263171785866072064,2809263452,2020-05-20 18:16:37+00:00,,,,"India,Mumbai",Mumbai,Maharashtra,India
5371,zubairakbar261,if our prophet mohammad saw kneel down from a camel for his wife then who be we to supress our wive who be we to tease them to beat them who be we to disrespect them respect your women,0,9,0,1260964416201175041,2767281719,2020-05-14 16:05:19+00:00,#Respect,,,kupwara Kashmir ,,Jammu and Kashmir,India
5376,i_m_anshu_kumar,idfc claim that they be premium bankits be more than 48 hours no one connect me their helpline number keep on wait they do tie up with nexa so that forcely i have to take their fasttag no other choice i hadpathetic service learn from hdfcbank_cares icicibank,0,0,1,1262943143361687557,81370374,2020-05-20 03:08:04+00:00,,@HDFCBank_Cares @ICICIBank,,"Noida, India",Noida,Uttar Pradesh,India
5386,gulshan1sihag,with early childbearing and higher maternal and infant death rat come higher illiteracy rat and a higher incidence of domestic violence women who begin childbearing as adolescents be more likely to be keep isolate in the household and hold in low esteem womenhealth,0,1,0,1262632048990224385,2511925408,2020-05-19 06:31:53+00:00,#womenhealth,,,"Hanumangarh, India",,Rajasthan,India
5417,parikh_parag,cmomaharashtra officeofut dev_fadnavis since over 100 years my family be stay in mumbai include 35 years of my life but mumbai never felt so unsafe to me there be no shame in take army s help monsoon covid would be very difficult to tackle for bmc,0,0,0,1262662086208786432,417237816,2020-05-19 08:31:15+00:00,,@CMOMaharashtra @OfficeofUT @Dev_Fadnavis,,Mumbai,Mumbai,Maharashtra,India
5429,thatsTamil,616 tamilnadu lockdown domesticviolence,1,7,0,1263047526652887043,18185798,2020-05-20 10:02:51+00:00,#TamilNadu #Lockdown #DomesticViolence,,,India,,Madhya Pradesh,India
5433,Anassha24835795,tik tokiyas be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they do nt you think they should be ban bantiktoklnlndia,0,1,0,1262599150639742976,1080857567230902273,2020-05-19 04:21:10+00:00,#BanTikToklnlndia,,,"Solapur, India",,Maharashtra,India
5477,Rohit70154,tokiyas be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they do nt you think they should be ban bantiktoklnlndia,2,7,0,1262637500117381121,845131293100687360,2020-05-19 06:53:33+00:00,#BanTikToklnlndia,,,"Udaipur, India",Udaipur,Rajasthan,India
5494,nerd_at_home,a sexual assault scene it be necessary for the plot so i could nt avoid it,0,1,1,1262926694559543297,1039160446807199744,2020-05-20 02:02:42+00:00,,,,India,,Madhya Pradesh,India
5517,iamrohiiitttt,paatallok reality me aisa kuch nhi hota india me to naa caste system hain naa caste discrimination naa caste politics naa logo me religious fight hoti hain naa yaha police corrupt hain na bandits hain naa child abuse hain naa r pe hote h fake show bhakt,2,16,0,1263195664646762497,2985803415,2020-05-20 19:51:30+00:00,#PaatalLok #PaatalLok,,,India,,Madhya Pradesh,India
5524,debsur02,mamataofficial mam please help my father raj kumar sur 8697920153 account have be hack i be in kolkata cyber cell bank union bank and unite bank close today my home in durganagar west help,0,0,0,1238755316751196160,94907263,2020-03-14 09:14:17+00:00,,@MamataOfficial,,Kolkata,Kolkata,West Bengal,India
5528,NiskaNagpal,people really win t fight the patriarchy stigmas around menstruation female feoticide dowry domestic violence eveteasing online harassment social stigmas paygap but will come on social media to say array if it be equality then why u call it feminism haan,0,10,2,1262735656419278849,886848360,2020-05-19 13:23:35+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
5531,SKosaraju9,pmoindia narendramodi_in hardeepspuri i have book flight ticket for my inlawsflights be cancel due to lockdown now when i be request for refund airlines refuse to pay its my hard earn money pls help indigo6e airindiain makemytrip,0,0,0,1263174173683322882,1071083483039191040,2020-05-20 18:26:06+00:00,,@PMOIndia @narendramodi_in @HardeepSPuri @IndiGo6E @airindiain @makemytrip,,"Gurgaon, India",Gurugram,Haryana,India
5536,tina_knightly,female domination that do nt mean domestic violence or rape do nt happen but there s a considerable difference when i meet a girl from another culture and when i meet a bengali,0,1,1,1262672757185282048,42867825,2020-05-19 09:13:39+00:00,,,,"Gurgaon, India",Gurugram,Haryana,India
5537,GurpejVeer,sahi huva be bar bhoi kela torture se bach gaye,0,0,0,1263001324964192256,1206939772930772993,2020-05-20 06:59:15+00:00,,,,"Gujarat, India",,Gujarat,India
5572,amanagrawal154,if u have any isolate older parentsgrandparentsphysically challenge individuals here who need anything pick updelivered from a grocery shopstorepharmacy let me know i m here for any help and will drop off at the door with equal safety coronaviruspandemic punecorona,0,1,1,1240295735322542080,923164800170860544,2020-03-18 15:15:21+00:00,#coronaviruspandemic #punecorona,,,"Pune, India",Pune,Maharashtra,India
5583,hasan_75,aisa kiya h toh bht ghalat kiya h unhone lekin gargi colg k jiss case ki baat unhone ki kya woh sach nhi h kya ladkiyo k saath sexual assault nhi hua kya unke saamne masturbation nhi kiya gya aur ek bhi arrest nhi hua aaj tak,0,0,0,1263223844145225728,194582090,2020-05-20 21:43:28+00:00,,,,India ,,Madhya Pradesh,India
5614,JKJABBUAMMIJKJ,mohammad kafeel alam want to raise fund for my son be suffer from c p child neuro problem we need your help to provide for his treatment your donation have the power to help them move closer to their goal amount please contribute https wwkettoorgfundraisermysonissufferingfromcpchildneuroproblemweneedyourhelptoprovideforhistreatment utm_sourceinternal amp utm_mediumtwshare amp utm_campaignmysonissufferingfromcpchildneuroproblemweneedyourhelptoprovideforhistreatment amp utm_content1590356 amp shbyplease mere bachche ko he,0,0,0,1263210427149885442,3196706636,2020-05-20 20:50:09+00:00,,,,"Kolkata, India",Kolkata,West Bengal,India
5630,bigtoraj,tiktok be promote domestic violence in this video this child be also promote violence what will younster or child will get influence from this video bannedtiktok bantiktokapp baninindia sharmarekha tajinderbagga,0,0,0,1263124337437085704,887712925720489985,2020-05-20 15:08:04+00:00,#BannedTikTok #BanTikTokApp #baninIndia,@sharmarekha @TajinderBagga,,"Agartala, India",Agartala,Tripura,India
5659,Iaayushisharma,these fheads need to be punish there should be a sentence for promote acid attack domestic violence eve tease etc,0,1,0,1263202280339275779,860495981116350465,2020-05-20 20:17:47+00:00,,,,"Jammu, Jammu And Kashmir",Jammu,Jammu and Kashmir,India
5665,ashram234567,whenever humans start to believe that this planet belong to us we be free to do with it as we wish there s a slap from the nature in the form of outbreaks which show us that we be not the master but indebted to mother earth __,1,1,0,1263119078941581312,752789387507863552,2020-05-20 14:47:10+00:00,,,,Delhi,Delhi,Delhi,India
5666,AKhatri25,now only religious conversion but you have every other weird stuff on tiktok kill animals promote sexual abuse domestic violence child abuse and what not people who be try to give it religious diversion be those who do nt want tiktok to be ban,0,2,1,1262597496452214784,767860748,2020-05-19 04:14:35+00:00,,,,India,,Madhya Pradesh,India
5677,Ashu210291,myogiadityanath myogioffice uppolice deoriapolice cyber my father mr govindji tiwari fb account be hack and be be misuse the hacker be ask for money to the friends there on fb however my father be in deoria up n not in mumbai pls help,0,0,0,1261246603706449922,1123918067589840898,2020-05-15 10:46:37+00:00,,@myogiadityanath @myogioffice @Uppolice @deoriapolice @cyber,,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India
5680,jaisuman95,bro y bring every issueu start from infertility then domestic violence pleasure and now rapedefinitely sex in the mind be a problem,0,1,1,1263188316670681089,202899669,2020-05-20 19:22:18+00:00,,,,"Chennai, India",சென்னை - Chennai,Tamil Nadu,India
5682,ChaturvediiRaj,thousands of such videos be post every day on tiktok and millions of time be see propaganda be run against hindu religion on tiktok hatred be spread on the religion on tiktok and acid attack domestic violence be be promote bantiktokinindia payal_rohatgi,1,5,0,1262684850701688832,1252209407234134018,2020-05-19 10:01:42+00:00,#BanTikTokInIndia,@Payal_Rohatgi,,"New Delhi, India",New Delhi,Delhi,India
5685,suju_patel,faisalsiddiqui chutiya you should come out and make public apology and also you have to delete account from tiktok domesticviolence acidattack bantiktoklnlndia,1,3,0,1262598535364608002,2662817086,2020-05-19 04:18:43+00:00,#faisalSiddiqui #Tiktok #DomesticViolence #AcidAttack #BanTikToklnlndia,,,"Navsari, India",Navsari,Gujarat,India
5697,DereAjay,tiktokers be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they do nt you think they should be ban bantiktoklnlndia tiktokdown,19,33,0,1262617286432616454,1166284368723099648,2020-05-19 05:33:14+00:00,#BanTikToklnlndia #tiktokdown,,,"Pune, India",Pune,Maharashtra,India
5699,Squirrelly_Sour,in all videos of vulgarity cringe radicle islamic child abuse domestic violence woman abuse r pe acid attack on tiktok there s one common thing be that all create by muslims bantiktokinindia,18,27,4,1262594942301376512,1240269446679150594,2020-05-19 04:04:26+00:00,#BanTikTokInIndia,,,"Ayodhya, India",,Uttar Pradesh,India
5709,euphoriaBlissss,i ca nt help but think of all job opportunities if nepali if condition occur and illegal bangladeshi be remove from india we anyway have job shortage we wo nt suffer exponential losseven labour r graduate there days,0,1,1,1263180351771475972,1233153373936869376,2020-05-20 18:50:39+00:00,,,,भारत,,Madhya Pradesh,India
5710,TeamBharat_,2 pakistan s permanent representative at un munir akram have a damn domestic violence case against him in us in which he be let off because of his diplomatic immunity but ashamed country among many he be charge in dec2002 for beat wife 3n,15,25,1,1263007332738490368,1259023470253543431,2020-05-20 07:23:08+00:00,,,,India,,Madhya Pradesh,India
5720,bali_12,secularism ki mkb how dare they can force children and their families to do such thingsfirst thing they need be parent permission,0,0,0,1263196788699299842,777440923,2020-05-20 19:55:58+00:00,,,,India,,Madhya Pradesh,India
5721,rbansal79,why victims of domestic violence can end up be shortchanged due to conflict laws on whether they can or can not stay in the marital house vidhi s latest blog,0,0,0,1263107097123794949,17709663,2020-05-20 13:59:34+00:00,,,,Delhi,Delhi,Delhi,India
5731,patriot_dkl,you ask for ityou have destroy a generation s mentalitypromoting animal cruelty domestic violence acid attack child abuse spread religious hatred communitu hatred elder abuse the lose be longyou could have filter thesenow only you be show these,0,0,0,1262923780185378817,834986173,2020-05-20 01:51:07+00:00,,,,"Orissa, India",,Odisha,India
5770,desivirgil,you be a dear friend of mine and so stun but you would intimidate me sexually,0,1,0,1262960954784059394,757994176940240896,2020-05-20 04:18:50+00:00,,,,"Mumbai, India",Mumbai,Maharashtra,India
5792,kumaramangalaml,gud he s bn arrestedhe must be punish to the fullest extent of the law notice the study deliberate resound silence of the liberalsthe party this vermin belong to s busy try to cover up the priyanka bus fr migrants fiasco bt r silent on the filthy abuse f hindus,0,2,0,1263173747852414978,1117834159186014208,2020-05-20 18:24:24+00:00,,,,"Delhi, India",Delhi,Delhi,India
5805,HarinakshaShet1,ramo raja mani sada vijayate our current generation many a time can not defend assault on our sanskruti because we dont know about it at all this be the right approach to teach our children right at this age great deed indeed naathsanvidh,1,7,1,1263065263811047425,4835062380,2020-05-20 11:13:20+00:00,,,,Mumbai,Mumbai,Maharashtra,India
5831,the_avhishek,tik tokiyas be glorify acid attack domestic violence rap animal cruelty in the name of content what kind of influencer be they do nt you think they should be ban bantiktoklnlndia,0,0,0,1262608546480480256,1014827947109126145,2020-05-19 04:58:30+00:00,#BanTikToklnlndia,,,"Sawai Madhopur, India",,Rajasthan,India
5833,abhishekdrolia,so a fake profile by girl be childish but a boy of same age be not childish so actual rape threats by juvenile be consider childish law be always apply differentially base on gender income religion and caste,0,0,0,1259787866655293440,17744178,2020-05-11 10:10:07+00:00,,,,"Gurgaon, India",Gurugram,Haryana,India
5846,tejaswiraj1212,which lure the reader by any possible mean it make the high drama of life a cheap melodrama worst of all instead of give its readers effective readership it offer explicit content and violence,0,0,0,1261953655382704128,3228928777,2020-05-17 09:36:12+00:00,,,,"Bhagalpur, India",,Bihar,India
5881,patriot_dkl,this be today s rat all you have do be spread hatred in the country promote animal cruelty domestic violence acid attack elder abuse you have these guidelines only for show off you have destroy this generationno filter to separate sucky videos,0,1,0,1262923145196994561,834986173,2020-05-20 01:48:36+00:00,,,,"Orissa, India",,Odisha,India
5882,Naam_Hai_Bulla,animal abuse sexism rape joke violence be ever present on the major social media platforms yet tiktoks be target why their cringeworthy and chapri user base maybe they be nt up market enough to be cool,0,0,0,1263145028659974150,168727755,2020-05-20 16:30:17+00:00,,,,Mumbai..,Mumbai,Maharashtra,India
5895,mshariq59,dm_ghaziabad uppolice sir my concern be about domestic violence my sister be brutally beat by her inlaws and we be here in tronica city police station loni gzb they be deny to report our fir also because of lockdown this be very difficult task to reach here daily,0,0,1,1251800518063730688,1607453292,2020-04-19 09:11:15+00:00,,@dm_ghaziabad @Uppolice,,"Najafgarh, New Delhi",,Delhi,India
5897,itirawat,https mfacebookcomstoryphp story_fbid10159703465978056 amp id581538055 i wish twitter can give me more space to write the full story on domesticviolence case rise in india red dot on palm be a symbol for help reach out to us ncwindia rajeev_mp narendramodi smritiirani pti_news ministrywcd weft05911746,2,2,0,1262747563133820933,137704718,2020-05-19 14:10:54+00:00,#domesticviolence,@NCWIndia @rajeev_mp @narendramodi @smritiirani @PTI_News @MinistryWCD @WEFT05911746,,Bangalore,Bengaluru,Karnataka,India
5913,1alienRam,aryanwarlord thewolfpackin aranganathan72 shambhav15 can india by head the who executive board pose any significant threat to china if yes then be china use nepal and the whole new lipulekh and kalapani issue as a measure to threaten india,1,3,1,1263157399554310144,3052951711,2020-05-20 17:19:27+00:00,,@Aryanwarlord @TheWolfpackIN @ARanganathan72 @shambhav15,,India,,Madhya Pradesh,India
5914,impritamhalder,asulting women randomly promote accid attack promote torture on women promote rape promote love jihad promote murder promote crime tiktok tiktokban tiktokbanindia tiktokexposed,0,2,0,1262945170145804291,752176004236402688,2020-05-20 03:16:07+00:00,#tiktokban #tiktokbanindia #tiktokexposed,,,"West Bengal, India",,West Bengal,India
5929,impritamhalder,asulting women randomly promote accid attack promote torture on women promote rape promote love jihad promote murder promote crime tiktok tiktokban tiktokbanindia tiktokexposed,5,7,0,1262944814280081409,752176004236402688,2020-05-20 03:14:42+00:00,#tiktokban #tiktokbanindia #tiktokexposed,,,"West Bengal, India",,West Bengal,India
5941,gmkrishna,tiktok s dark gut why porn sex rape violence be allow to thrive exemployee explain https wwopindiacom202005tiktokexemployeebytedancechinesecompanythrivewhysexpornrapeviolence via opindia_com,0,0,0,1263129375060312065,47984812,2020-05-20 15:28:05+00:00,,,,hyderabad India,Hyderabad,Telangana,India
5945,mansi_shah_27,the number of domestic violence case and rape case report during the lockdown be heartbreaking,0,1,3,1263185098549030912,827801879715278849,2020-05-20 19:09:30+00:00,#lockdown,,,"Bengaluru, India",Bengaluru,Karnataka,India
5949,QuerulousSwarna,the way textbook language be use in these serials be to euphemize conversations i think this help in avoid inadvertently offend conservative viewers it s funny to see that even when a character be rag with anger they keep to such language,0,1,0,1263102036892999680,75294532,2020-05-20 13:39:27+00:00,,,,ಬೆಂಗಳೂರು,Bengaluru,Karnataka,India
5976,TheRadFactor,my blood boil when i read news like this domestic violence be a serious threat please don t put up with this at any cost and at any give circumstance you don t deserve this at all helpline number during lockdown 7217735372 domesticviolence,6,16,1,1262649376960155648,115685235,2020-05-19 07:40:45+00:00,#DomesticViolence,,,India,,Madhya Pradesh,India
6030,pikuu0410,sir my mausaji be critical corona positive seek help from u coz try many hospitals but no bed available he be very very critical sir he be at home with his wife mausi and 3 kid v all be worry n afraid pls help he stay at khar east teacher s colony,0,0,0,1263170697515413510,2809263452,2020-05-20 18:12:17+00:00,,,,"India,Mumbai",Mumbai,Maharashtra,India
6034,Dushyant94135,sharmarekha mam and ncwindia have a look at this video promote domestic violence and circulate all over tiktok,0,0,0,1262695766272819200,888782964833738752,2020-05-19 10:45:05+00:00,,@sharmarekha @NCWIndia,,India,,Madhya Pradesh,India
6037,VivekSurana9,its a wide spread apologetic infection among hindus to poke themselves into the exclusivist muslim brotherhood camaraderie as their unsolicited saviour ask urself a do they need u at all or that its the typical insecurity at large that reel under threat of violence by them,0,0,0,1246353046201708544,4896528073,2020-04-04 08:24:56+00:00,,,,"Kolkata, India",Kolkata,West Bengal,India
6045,Fabian72555592,salman sir you help so many people who be in needplease help me also as i be job less from two month s and suffer from many problemwhich not explain,0,0,0,1263172600169033728,907199443505524736,2020-05-20 18:19:51+00:00,,,,"New Delhi, India",New Delhi,Delhi,India
6048,dukekansal,bombay hc allow 24week pregnant minor survivor of sexual assault to undergo abortion mumbainew,0,0,0,1263053871410282496,174665669,2020-05-20 10:28:04+00:00,#MumbaiNew,,,India,,Madhya Pradesh,India
6049,AIIndia,currently with a nationwide lockdown many women be lock in with their abusers with nowhere to go if you witness domestic violence you can rise up to take action to know more visit http amnst6010gb97g bystanderaction,8,13,2,1263054364412915712,109001646,2020-05-20 10:30:01+00:00,#lockdown #BystanderAction,,,"Bengaluru, India",Bengaluru,Karnataka,India
6059,sania_agrawal2,religious extremism par aisi bahut videos milegi thing be tiktok become such a easy platform k koi kuch b dalta h their should be strict policy guidelines for religious sentiments child abuse domestic violence bcz of few good ppl there we ca nt make our hell bantiktokinindia,0,0,0,1262653672749764609,811469249084465152,2020-05-19 07:57:49+00:00,#BanTikTokInIndia,,, भारत,,Madhya Pradesh,India
6061,ajlight118,watch this incident as a mute spectator wud make you a partner in crime every1 shd condemn this attack do nt let this spark to burn us,0,2,1,1263149197123112960,188806804,2020-05-20 16:46:51+00:00,,,,"Srinagar, India",Srinagar,Jammu and Kashmir,India
6074,twittydoodle,world be fill with opportunists they will just see their comfort lie and would act accordingly ladke karte toh pervert and 90 feminists will attack it and those women who shame themselves be woman none can help sexism be the new cool,0,8,1,1262096940818239488,100792448,2020-05-17 19:05:33+00:00,,,,"Rajahmundry, India",Rajamahendravaram,Andhra Pradesh,India
6082,rex2it,railminindia and babus there be clueless about extent of crisis and consequential torture people be suffer that s why they pat their back on record break rescue efforts sit in comfort of their myopic view castells wakeupidiots piyushgoyal,0,0,0,1263018622030622720,60297958,2020-05-20 08:07:59+00:00,#WakeupIdiots,@RailMinIndia @PiyushGoyal,,"Mumbai, India",Mumbai,Maharashtra,India
