,Country name,Country Code,Region,Region Code,Year of Survey,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
44,Albania,ALB,Europe and Central Asia,ECS,2003,lsms,Young worker,518166,0.0,1.0,0.0,0.0,0.41,1.0,0.34,0.25,0.09,230511.86,0.47,0.43,0.23,0.4,,0.85,0.15,0.85,0.15,,,,,,,,0.35,0.16,0.74,0.12,0.14,0.19,0.26,0.01,0.05,0.0,0.06,0.07,0.01,0.01,0.01,0.05,,,,,,,,,,,41.0,0.41,0.18,,,,,,,,,,,,0.0,0.29,0.61,0.1
45,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Female,1628152,0.24,0.18,0.48,0.11,0.42,0.65,0.35,0.26,0.1,557579.28,0.53,0.53,0.31,0.5,,0.94,0.06,0.9,0.1,0.29,0.7,0.0,0.07,0.22,,,0.76,0.58,0.62,0.09,0.3,0.38,0.17,0.0,0.08,0.0,0.0,0.1,0.02,0.02,0.02,0.14,,,,,,,,,,,41.0,0.34,0.13,79.37,93.72,1.4,15000.0,17712.52,264.2,13000.0,12000.0,15000.0,,0.9,0.0,0.3,0.55,0.15
46,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Higher education,3107928,0.27,0.15,0.47,0.1,0.42,0.63,0.35,0.26,0.1,1247769.51,0.66,0.55,0.25,0.62,,0.95,0.05,0.88,0.12,0.38,0.61,0.01,0.15,0.23,,,0.6,0.44,0.49,0.18,0.33,0.39,0.29,0.01,0.07,0.01,0.09,0.12,0.05,0.01,0.04,0.1,,,,,,,,,,,41.0,0.23,0.26,92.59,109.34,1.63,18450.0,21786.4,324.97,24000.0,20000.0,18000.0,0.75,0.9,0.0,0.0,0.83,0.17
47,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Lower education,95902,0.0,0.83,0.14,0.02,0.37,0.98,0.35,0.26,0.1,30544.47,0.33,0.18,0.19,0.3,,0.91,0.09,0.87,0.13,0.37,0.63,0.0,0.33,0.04,,,0.12,0.01,0.69,0.24,0.07,0.05,0.19,0.02,0.03,0.0,0.19,0.05,0.02,0.0,0.0,0.0,,,,,,,,,,,41.0,0.28,0.31,111.11,131.2,1.96,20000.0,23616.69,352.27,30000.0,20000.0,15000.0,0.75,0.9,0.01,0.99,0.0,0.0
48,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Male,1575678,0.29,0.17,0.45,0.09,0.42,0.62,0.35,0.26,0.1,720734.7,0.77,,0.16,0.73,,0.95,0.05,0.85,0.15,0.45,0.54,0.01,0.22,0.22,,,0.5,0.36,0.4,0.25,0.35,,0.37,0.02,0.06,0.02,0.16,0.13,0.07,0.01,0.06,0.07,,,,,,,,,,,41.0,0.15,0.37,105.56,124.64,1.86,20000.0,23616.69,352.27,25000.0,21000.0,20000.0,,0.9,0.01,0.4,0.52,0.07
49,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Old worker,1489760,0.0,0.0,1.0,0.0,0.46,1.0,0.35,0.26,0.1,1052247.31,0.72,0.59,,0.69,,0.96,0.04,,,0.41,0.58,0.01,0.16,0.25,,,0.62,0.47,0.45,0.19,0.36,0.43,,0.01,0.07,0.01,0.1,0.13,0.06,0.02,0.05,0.11,,,,,,,,,,,41.0,0.2,0.27,94.44,111.52,1.66,19000.0,22435.86,334.66,25000.0,20000.0,18000.0,0.75,0.9,0.03,0.31,0.43,0.22
50,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Rural,1756049,0.28,0.18,0.45,0.1,0.0,0.63,0.35,0.26,0.1,763179.75,0.72,0.62,0.23,0.7,,0.98,0.02,0.93,0.07,0.21,0.79,0.0,0.12,0.09,,,0.43,0.33,0.74,0.12,0.13,0.12,0.14,0.01,0.03,0.01,0.07,0.06,0.02,0.0,0.02,0.03,,,,,,,,,,,41.0,0.31,0.23,92.59,109.34,1.63,18000.0,21255.02,317.04,25000.0,20000.0,18000.0,0.75,0.9,0.01,0.43,0.51,0.04
51,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Total,3203830,0.26,0.17,0.46,0.1,0.42,0.64,0.57,0.41,0.15,1278313.98,0.63,0.53,0.24,0.59,,0.94,0.06,0.88,0.12,0.38,0.61,0.01,0.41,0.59,,,0.59,0.43,0.49,0.18,0.33,0.38,0.28,0.01,0.07,0.01,0.09,0.12,0.05,0.01,0.04,0.1,,,,,,,,,,,41.0,0.23,0.26,92.59,109.34,1.63,18450.0,21786.4,324.97,24000.0,20000.0,18000.0,0.75,0.9,0.01,0.35,0.54,0.11
52,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Urban,1355255,0.23,0.16,0.5,0.1,1.0,0.67,0.35,0.26,0.1,487282.41,0.56,0.43,0.25,0.5,,0.89,0.11,0.68,0.32,0.68,0.31,0.02,0.22,0.45,,,0.67,0.49,0.05,0.28,0.67,0.93,0.93,0.01,0.12,0.02,0.12,0.24,0.09,0.04,0.09,0.22,,,,,,,,,,,41.0,0.09,0.32,94.44,111.52,1.66,19000.0,22435.86,334.66,18000.0,20000.0,18000.0,0.75,0.9,0.0,0.26,0.59,0.15
53,Albania,ALB,Europe and Central Asia,ECS,2004,lsms,Young worker,555171,0.0,1.0,0.0,0.0,0.4,1.0,0.35,0.26,0.1,226066.67,0.44,0.38,0.24,0.38,,0.88,0.12,0.88,0.12,0.23,0.77,0.0,0.16,0.07,,,0.3,0.13,0.72,0.12,0.15,0.17,0.28,0.0,0.06,0.0,0.06,0.09,0.01,0.0,0.01,0.05,,,,,,,,,,,41.0,0.37,0.2,79.37,93.72,1.4,16000.0,18893.35,281.82,20000.0,15000.0,16500.0,0.75,0.9,0.0,0.36,0.55,0.09
54,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Female,1607537,0.23,0.2,0.48,0.09,0.45,0.68,0.33,0.25,0.09,524892.12,0.5,0.5,0.3,0.47,0.02,0.93,0.07,0.89,0.11,0.3,0.7,0.0,0.07,0.23,,,0.77,0.56,0.62,0.08,0.3,0.38,0.23,0.0,0.07,0.01,0.01,0.11,0.01,0.01,0.02,0.14,0.01,0.1,0.06,0.01,0.1,0.61,0.05,0.03,0.04,0.0,43.0,0.29,0.21,833.33,961.28,14.68,160000.0,184565.64,2818.16,140000.0,150000.0,169000.0,,0.9,0.02,0.13,0.58,0.28
55,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Higher education,1397488,0.18,0.24,0.55,0.03,0.57,0.79,0.33,0.25,0.09,559168.99,0.61,0.48,0.12,0.56,0.07,0.93,0.07,0.82,0.18,0.6,0.37,0.02,0.17,0.43,,,0.72,0.52,0.24,0.23,0.53,0.73,0.58,0.01,0.09,0.02,0.1,0.19,0.05,0.03,0.08,0.18,0.05,0.16,0.11,0.03,0.13,0.2,0.18,0.09,0.03,0.01,43.0,0.13,0.31,1111.11,1281.71,19.57,200000.0,230707.06,3522.69,190000.0,230000.0,200000.0,0.7,0.9,0.0,0.0,0.21,0.79
56,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Lower education,1861617,0.28,0.17,0.42,0.13,0.34,0.58,0.33,0.25,0.09,666812.6,0.61,0.51,0.34,0.58,0.03,0.94,0.06,0.9,0.1,0.25,0.75,0.0,0.17,0.08,,,0.32,0.14,0.69,0.15,0.15,0.16,0.25,0.0,0.04,0.0,0.1,0.1,0.03,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.07,0.69,0.12,0.05,0.06,0.0,43.0,0.29,0.32,872.22,1006.14,15.36,200000.0,230707.06,3522.69,250000.0,200000.0,150000.0,0.7,0.9,0.03,0.19,0.78,0.0
57,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Male,1651568,0.25,0.19,0.47,0.09,0.42,0.67,0.33,0.25,0.09,701089.47,0.73,,0.17,0.69,0.07,0.94,0.06,0.87,0.13,0.49,0.49,0.02,0.24,0.25,,,0.51,0.32,0.4,0.26,0.34,,0.44,0.01,0.06,0.02,0.17,0.15,0.06,0.01,0.05,0.06,0.04,0.06,0.04,0.01,0.1,0.36,0.22,0.1,0.05,0.01,43.0,0.16,0.4,1111.11,1281.71,19.57,228000.0,263006.03,4015.87,200000.0,250000.0,220000.0,,0.9,0.01,0.1,0.53,0.36
58,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Old worker,1550310,0.0,0.0,1.0,0.0,0.46,1.0,0.33,0.25,0.09,1017521.57,0.71,0.57,,0.67,0.05,0.95,0.05,,,0.43,0.56,0.01,0.16,0.27,,,0.62,0.42,0.46,0.19,0.35,0.42,,0.01,0.07,0.01,0.1,0.15,0.04,0.02,0.04,0.1,0.03,0.08,0.06,0.01,0.1,0.43,0.15,0.07,0.05,0.01,43.0,0.19,0.33,1055.56,1217.62,18.59,200000.0,230707.06,3522.69,200000.0,210000.0,200000.0,0.7,0.9,0.02,0.13,0.48,0.38
59,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Rural,1841858,0.25,0.2,0.46,0.09,0.0,0.66,0.33,0.25,0.09,736161.87,0.67,0.58,0.26,0.65,0.06,0.98,0.02,0.95,0.05,0.24,0.76,0.0,0.13,0.11,,,0.48,0.34,0.74,0.12,0.14,0.11,0.2,0.0,0.03,0.0,0.08,0.07,0.02,0.0,0.02,0.03,0.01,0.03,0.02,0.01,0.05,0.71,0.11,0.04,0.03,0.0,43.0,0.27,0.32,952.38,1098.6,16.77,200000.0,230707.06,3522.69,200000.0,202500.0,172000.0,0.7,0.9,0.02,0.14,0.64,0.2
60,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Total,3259106,0.24,0.2,0.48,0.09,0.43,0.67,0.49,0.36,0.13,1225981.6,0.56,0.5,0.24,0.52,0.05,0.94,0.06,0.88,0.12,0.41,0.58,0.01,0.41,0.59,,,0.59,0.39,0.49,0.19,0.32,0.38,0.34,0.01,0.07,0.01,0.1,0.14,0.04,0.01,0.04,0.1,0.03,0.07,0.05,0.01,0.1,0.47,0.15,0.07,0.05,0.01,43.0,0.22,0.32,1000.0,1153.54,17.61,200000.0,230707.06,3522.69,200000.0,200000.0,192000.0,0.7,0.9,0.02,0.11,0.55,0.32
61,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Urban,1417248,0.22,0.19,0.5,0.09,1.0,0.69,0.33,0.25,0.09,489819.72,0.54,0.41,0.21,0.47,0.03,0.88,0.12,0.68,0.32,0.7,0.28,0.02,0.24,0.45,,,0.65,0.43,0.07,0.3,0.63,0.91,0.9,0.01,0.13,0.02,0.13,0.26,0.07,0.03,0.07,0.2,0.06,0.15,0.1,0.03,0.18,0.06,0.21,0.11,0.08,0.01,43.0,0.13,0.31,1058.2,1220.67,18.64,200000.0,230707.06,3522.69,281250.0,200000.0,200000.0,0.7,0.9,0.01,0.08,0.43,0.48
62,Albania,ALB,Europe and Central Asia,ECS,2005,lsms,Young worker,636490,0.0,1.0,0.0,0.0,0.41,1.0,0.33,0.25,0.09,208460.02,0.36,0.32,0.24,0.32,0.01,0.88,0.12,0.88,0.12,0.3,0.7,0.0,0.2,0.09,,,0.32,0.17,0.66,0.15,0.18,0.23,0.34,0.0,0.06,0.0,0.09,0.1,0.02,0.01,0.01,0.05,0.0,0.03,0.01,0.01,0.08,0.65,0.13,0.04,0.04,0.01,43.0,0.35,0.27,888.89,1025.36,15.66,180000.0,207636.34,3170.42,250000.0,170000.0,170000.0,0.7,0.9,0.01,0.07,0.75,0.17
63,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Female,1568126,0.19,0.18,0.51,0.12,0.5,0.68,0.33,0.22,0.11,544265.84,0.53,0.53,0.25,0.48,0.02,0.91,0.09,0.77,0.23,0.38,0.61,0.01,0.08,0.3,,,0.79,0.46,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.23,0.19,1058.2,1120.78,18.64,200000.0,211827.56,3522.69,,,,,1.25,0.0,0.1,0.59,0.31
64,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Higher education,1521467,0.15,0.23,0.52,0.11,0.61,0.75,0.33,0.22,0.11,597964.54,0.6,0.51,0.12,0.55,0.04,0.92,0.08,0.78,0.22,0.65,0.33,0.02,0.14,0.51,,,0.78,0.46,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.13,0.24,1342.59,1421.99,23.65,250000.0,264784.44,4403.37,,,,0.8,1.25,0.0,0.0,0.21,0.79
65,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Lower education,1646815,0.26,0.14,0.47,0.13,0.37,0.61,0.33,0.22,0.11,639960.71,0.65,0.54,0.31,0.59,0.03,0.92,0.08,0.78,0.22,0.28,0.71,0.0,0.15,0.13,,,0.46,0.16,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.22,0.31,925.93,980.68,16.31,180000.0,190644.8,3170.42,,,,0.8,1.25,0.0,0.16,0.84,0.0
66,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Male,1600157,0.22,0.19,0.48,0.11,0.48,0.67,0.33,0.22,0.11,693659.41,0.73,,0.16,0.67,0.05,0.92,0.08,0.79,0.21,0.52,0.46,0.01,0.2,0.32,,,0.62,0.31,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.13,0.34,1203.7,1274.89,21.2,250000.0,264784.44,4403.37,,,,,1.25,0.0,0.09,0.55,0.36
67,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Old worker,1560871,0.0,0.0,1.0,0.0,0.52,1.0,0.33,0.22,0.11,1054661.85,0.72,0.61,,0.68,0.04,0.94,0.06,,,0.47,0.52,0.01,0.13,0.34,,,0.72,0.39,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.16,0.28,1157.41,1225.85,20.39,240000.0,254193.06,4227.23,,,,0.8,1.25,0.0,0.1,0.51,0.38
68,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Rural,1626803,0.23,0.19,0.47,0.11,0.0,0.66,0.33,0.22,0.11,648197.7,0.67,0.6,0.27,0.65,0.05,0.96,0.04,0.89,0.11,0.22,0.77,0.01,0.11,0.12,,,0.53,0.31,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.22,0.31,1111.11,1176.82,19.57,200000.0,211827.56,3522.69,,,,0.8,1.25,0.0,0.11,0.68,0.21
69,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Total,3168282,0.21,0.18,0.49,0.12,0.49,0.68,0.48,0.31,0.17,1237925.25,0.58,0.53,0.21,0.53,0.04,0.92,0.08,0.78,0.22,0.46,0.53,0.01,0.32,0.68,,,0.68,0.36,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.17,0.28,1157.41,1225.85,20.39,225000.0,238306.0,3963.03,,,,0.8,1.25,0.0,0.09,0.57,0.33
70,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Urban,1541480,0.18,0.17,0.52,0.12,1.0,0.7,0.33,0.22,0.11,589727.56,0.58,0.46,0.14,0.5,0.01,0.86,0.14,0.61,0.39,0.75,0.23,0.02,0.2,0.55,,,0.74,0.38,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.12,0.23,1166.67,1235.66,20.55,250000.0,264784.44,4403.37,,,,0.8,1.25,0.0,0.07,0.45,0.48
71,Albania,ALB,Europe and Central Asia,ECS,2008,lsms,Young worker,578847,0.0,1.0,0.0,0.0,0.47,1.0,0.33,0.22,0.11,183263.4,0.36,0.29,0.21,0.28,0.0,0.78,0.22,0.78,0.22,0.39,0.61,0.0,0.25,0.14,,,0.36,0.18,,,,,,,,,,,,,,,,,,,,,,,,,43.0,0.24,0.27,925.93,980.68,16.31,200000.0,211827.56,3522.69,,,,0.8,1.25,0.0,0.06,0.75,0.19
72,Albania,ALB,Europe and Central Asia,ECS,2012,lsms,Female,1404677,0.2,0.17,0.51,0.12,0.55,0.68,0.3,0.19,0.11,311799.62,0.32,0.32,0.33,0.25,0.01,0.76,0.24,0.45,0.55,0.61,0.37,0.02,0.1,0.51,,,0.83,0.46,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.16,0.17,1500.0,1421.1,26.42,300000.0,284220.0,5284.04,,,,,1.17,0.0,0.06,0.61,0.33
73,Albania,ALB,Europe and Central Asia,ECS,2012,lsms,Higher education,1427405,0.15,0.25,0.53,0.07,0.64,0.78,0.3,0.19,0.11,587099.61,0.53,0.38,0.22,0.39,0.02,0.74,0.26,0.41,0.59,0.71,0.27,0.02,0.15,0.56,,,0.79,0.44,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.12,0.24,1719.58,1629.13,30.29,340000.0,322116.0,5988.58,,,,1.0,1.17,0.0,0.0,0.26,0.74
74,Albania,ALB,Europe and Central Asia,ECS,2012,lsms,Old worker,1407983,0.0,0.0,1.0,0.0,0.56,1.0,0.3,0.19,0.11,829921.75,0.59,0.39,,0.46,0.02,0.77,0.23,,,0.58,0.4,0.02,0.16,0.42,,,0.72,0.38,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.14,0.26,1666.67,1579.0,29.36,300000.0,284220.0,5284.04,,,,1.0,1.17,0.0,0.07,0.5,0.43
75,Albania,ALB,Europe and Central Asia,ECS,2012,lsms,Total,2802801,0.2,0.18,0.5,0.12,0.54,0.68,0.47,0.3,0.17,960073.63,0.5,0.32,0.26,0.37,0.02,0.73,0.27,0.43,0.57,0.58,0.41,0.02,0.3,0.7,,,0.7,0.36,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.15,0.26,1666.67,1579.0,29.36,300000.0,284220.0,5284.04,,,,1.0,1.17,0.0,0.06,0.59,0.36
76,Albania,ALB,Europe and Central Asia,ECS,2012,lsms,Young worker,501560,0.0,1.0,0.0,0.0,0.51,1.0,0.3,0.19,0.11,130151.89,0.26,0.14,0.26,0.11,0.02,0.43,0.57,0.43,0.57,0.55,0.44,0.01,0.3,0.25,,,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.24,0.22,1133.79,1074.15,19.97,230000.0,227375.98,4051.1,,,,1.0,1.17,0.0,0.02,0.84,0.14
77,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Female,1658050,0.18,0.19,0.49,0.14,0.65,0.67,0.32,0.2,0.12,551907.67,0.51,0.51,0.32,0.35,,0.69,0.31,0.41,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.12,0.86
78,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Higher education,2481194,0.09,0.22,0.59,0.1,0.66,0.81,0.32,0.2,0.12,1208699.11,0.63,0.51,0.29,0.48,,0.76,0.24,0.52,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.08,0.92
79,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Lower education,713418,0.58,0.1,0.12,0.21,0.55,0.21,0.32,0.2,0.12,71373.95,0.52,0.36,0.25,0.37,,0.71,0.29,0.53,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.2,0.77,0.0
80,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Male,1536562,0.22,0.2,0.47,0.11,0.62,0.67,0.32,0.2,0.12,728165.39,0.75,,0.25,0.6,,0.8,0.2,0.61,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.17,0.81
81,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Old worker,1537210,0.0,0.0,1.0,0.0,0.67,1.0,0.32,0.2,0.12,1075007.39,0.72,0.58,,0.57,,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.09,0.89
82,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Rural,1169147,0.22,0.2,0.44,0.14,0.0,0.64,0.32,0.2,0.12,474862.74,0.66,0.56,0.34,0.57,,0.86,0.14,0.61,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.16,0.82
83,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Total,3194612,0.2,0.19,0.48,0.13,0.63,0.67,0.48,0.29,0.19,1280073.06,0.59,0.51,0.29,0.45,,0.75,0.25,0.52,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.14,0.84
84,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Urban,2025464,0.19,0.19,0.5,0.12,1.0,0.69,0.32,0.2,0.12,805210.32,0.6,0.48,0.25,0.42,,0.69,0.31,0.46,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.13,0.85
85,Armenia,ARM,Europe and Central Asia,ECS,2005,ilcs,Young worker,616845,0.0,1.0,0.0,0.0,0.62,1.0,0.32,0.2,0.12,205065.68,0.36,0.3,0.29,0.19,,0.52,0.48,0.52,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.26,0.71
86,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Female,1712884,0.18,0.18,0.5,0.14,0.64,0.68,0.31,0.2,0.11,517348.3,0.44,0.44,0.32,0.31,,0.7,0.3,0.37,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.13,0.85
87,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Higher education,2639619,0.09,0.22,0.58,0.11,0.66,0.8,0.31,0.2,0.11,1218956.45,0.58,0.45,0.31,0.45,,0.78,0.22,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.11,0.89
88,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Lower education,661005,0.64,0.06,0.11,0.18,0.52,0.18,0.31,0.2,0.11,57495.24,0.49,0.28,0.46,0.4,,0.82,0.18,0.63,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.23,0.73,0.0
89,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Male,1587740,0.22,0.2,0.47,0.1,0.62,0.68,0.31,0.2,0.11,759103.39,0.71,,0.32,0.59,,0.83,0.17,0.61,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.17,0.81
90,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Old worker,1601735,0.0,0.0,1.0,0.0,0.66,1.0,0.31,0.2,0.11,1093875.86,0.68,0.52,,0.56,,0.82,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.09,0.9
91,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Rural,1207772,0.22,0.2,0.45,0.12,0.0,0.66,0.31,0.2,0.11,459882.07,0.58,0.44,0.38,0.52,,0.89,0.11,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03,0.17,0.8
92,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Total,3300624,0.2,0.19,0.49,0.12,0.63,0.68,0.48,0.3,0.18,1276451.69,0.57,0.44,0.32,0.44,,0.78,0.22,0.51,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.15,0.83
93,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Urban,2092852,0.19,0.19,0.5,0.12,1.0,0.69,0.31,0.2,0.11,816569.62,0.57,0.45,0.28,0.4,,0.71,0.29,0.44,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.14,0.85
94,Armenia,ARM,Europe and Central Asia,ECS,2006,ilcs,Young worker,635126,0.0,1.0,0.0,0.0,0.61,1.0,0.31,0.2,0.11,182575.83,0.29,0.25,0.32,0.15,,0.51,0.49,0.51,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.31,0.67
95,Armenia,ARM,Europe and Central Asia,ECS,2007,ilcs,Female,1731977,0.17,0.19,0.5,0.14,0.65,0.69,0.32,0.2,0.12,532210.46,0.75,0.75,0.11,0.67,0.07,0.89,0.11,0.9,0.1,0.58,0.42,0.0,,,,0.63,,0.0,0.45,0.02,0.53,0.55,0.64,0.01,0.0,0.01,0.0,0.11,0.02,0.03,0.04,0.33,,,,,,,,,,,,,,220.77,269.07,1.25,39738.29,48432.68,225.65,34611.46,49672.86,40013.25,,0.79,0.0,0.01,0.13,0.85
96,Armenia,ARM,Europe and Central Asia,ECS,2007,ilcs,Higher education,2690316,0.1,0.22,0.57,0.1,0.67,0.8,0.32,0.2,0.12,1129171.85,0.83,0.76,0.07,0.75,0.07,0.9,0.1,0.9,0.1,0.64,0.36,0.01,,,,0.52,,0.0,0.38,0.13,0.49,0.56,0.57,0.02,0.0,0.03,0.08,0.12,0.07,0.03,0.07,0.21,,,,,,,,,,,,,,282.76,344.63,1.61,50897.33,62033.22,289.01,46223.65,63805.75,49743.89,0.6,0.79,0.0,0.0,0.09,0.91
