Country name,Country Code,Region,Year of Survey,Survey Type,Subsample,Total population, Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Old worker,8948519,0.08,0.2,0.71,0.95,,0.04,0.04,0.04,0.08,0.13,0.14,0.04,0.32,0.08,,,,,,,,,,
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Rural,9241338,0.0,0.23,0.76,1.0,1.0,0.04,0.06,0.04,0.09,0.16,0.15,0.06,0.3,0.09,,,,,,,,,,
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Total,16857571,0.08,0.2,0.71,0.95,0.92,0.04,0.04,0.04,0.09,0.14,0.14,0.04,0.31,0.09,,,,,,,,,,
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Urban,7616233,0.19,0.17,0.65,0.87,0.83,0.03,0.02,0.03,0.09,0.1,0.12,0.01,0.32,0.08,,,,,,,,,,
Kazakhstan,KAZ,Europe and Central Asia,2013,hbs,Young worker,2918162,0.08,0.21,0.71,0.96,0.92,0.03,0.03,0.03,0.12,0.16,0.15,0.07,0.23,0.1,,,,,,,,,,
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Female,18026677,0.67,0.02,0.3,0.33,0.34,0.0,0.02,0.0,0.0,0.16,0.01,0.01,0.01,0.12,0.01,0.02,0.03,0.02,0.06,0.58,0.04,0.0,0.23,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Higher education,12724892,0.41,0.09,0.5,0.54,0.41,0.0,0.05,0.0,0.03,0.17,0.05,0.03,0.04,0.21,0.03,0.07,0.12,0.04,0.09,0.35,0.06,0.05,0.19,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Lower education,22809168,0.69,0.06,0.25,0.25,0.32,0.01,0.03,0.0,0.02,0.13,0.03,0.0,0.01,0.08,0.01,0.0,0.01,0.0,0.05,0.57,0.06,0.02,0.28,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Male,17507383,0.54,0.11,0.35,,0.34,0.01,0.05,0.0,0.05,0.13,0.06,0.02,0.02,0.12,0.02,0.03,0.05,0.02,0.05,0.43,0.07,0.05,0.28,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Old worker,11269222,0.59,0.07,0.34,0.32,,0.01,0.04,0.0,0.03,0.15,0.04,0.01,0.02,0.12,0.02,0.03,0.05,0.02,0.06,0.49,0.06,0.03,0.24,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Rural,28327399,0.74,0.05,0.21,0.21,0.23,0.01,0.02,0.0,0.02,0.09,0.02,0.0,0.01,0.09,0.01,0.01,0.03,0.01,0.04,0.62,0.04,0.02,0.23,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Total,35534061,0.6,0.07,0.33,0.33,0.34,0.01,0.04,0.0,0.03,0.14,0.03,0.01,0.02,0.12,0.01,0.02,0.04,0.02,0.06,0.5,0.06,0.03,0.26,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Urban,7085231,0.08,0.15,0.77,0.9,0.9,0.01,0.09,0.01,0.05,0.33,0.1,0.04,0.04,0.26,0.04,0.07,0.09,0.05,0.15,0.06,0.11,0.08,0.37,0.0
Kenya,KEN,Sub-Saharan Africa,2005,ihbs,Young worker,8006847,0.66,0.05,0.28,0.34,0.34,0.01,0.03,0.0,0.01,0.12,0.03,0.0,0.0,0.12,0.0,0.01,0.02,0.01,0.06,0.54,0.05,0.02,0.3,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Female,22376363,0.03,0.14,0.83,0.97,1.0,0.0,0.12,0.0,0.02,0.15,0.17,0.06,0.29,0.16,0.0,0.25,0.21,0.17,0.14,0.02,0.03,0.04,0.13,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Higher education,39127374,0.03,0.26,0.71,0.98,0.99,0.0,0.18,0.01,0.08,0.15,0.17,0.06,0.19,0.15,0.01,0.23,0.19,0.11,0.12,0.02,0.09,0.12,0.1,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Lower education,4840003,0.19,0.26,0.54,0.81,1.0,0.0,0.14,0.0,0.11,0.08,0.23,0.01,0.06,0.16,0.0,0.0,0.01,0.17,0.06,0.18,0.12,0.11,0.35,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Male,21591014,0.03,0.35,0.62,,0.99,0.0,0.21,0.01,0.12,0.14,0.18,0.05,0.11,0.15,0.02,0.19,0.17,0.07,0.1,0.03,0.14,0.18,0.1,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Old worker,30936301,0.03,0.27,0.7,0.97,,0.0,0.18,0.01,0.08,0.14,0.17,0.06,0.18,0.15,0.01,0.22,0.19,0.1,0.11,0.03,0.1,0.13,0.11,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Rural,7756578,0.14,0.3,0.56,0.87,0.98,0.0,0.21,0.01,0.08,0.11,0.14,0.04,0.16,0.12,0.01,0.13,0.14,0.11,0.09,0.13,0.1,0.16,0.13,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Total,43967377,0.03,0.26,0.71,0.97,0.99,0.0,0.18,0.01,0.08,0.15,0.17,0.05,0.18,0.15,0.01,0.22,0.19,0.11,0.12,0.03,0.09,0.12,0.11,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Urban,36210799,0.01,0.25,0.74,0.99,1.0,0.0,0.17,0.01,0.08,0.15,0.18,0.06,0.19,0.16,0.01,0.24,0.2,0.11,0.12,0.01,0.09,0.11,0.11,0.0
Korea (Rep.),KOR,East Asia and Pacific,2017,asea,Young worker,5920570,0.01,0.15,0.84,1.0,0.99,0.0,0.13,0.0,0.02,0.18,0.29,0.03,0.2,0.15,0.0,0.21,0.17,0.24,0.17,0.0,0.03,0.06,0.11,0.0
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Female,2756675,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Higher education,3839869,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Lower education,1384391,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Male,2467585,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Old worker,2272661,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Rural,3328375,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Total,5224260,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Urban,1895885,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Europe and Central Asia,2007,ihs,Young worker,976640,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Female,2835230,0.7,0.09,0.21,0.3,0.28,0.0,0.08,0.0,0.01,0.15,0.0,0.0,0.03,0.02,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Higher education,1906952,0.43,0.16,0.4,0.61,0.45,0.0,0.1,0.01,0.05,0.17,0.04,0.0,0.13,0.06,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Lower education,3699565,0.8,0.09,0.1,0.19,0.15,0.0,0.06,0.0,0.03,0.08,0.01,0.0,0.01,0.01,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Male,2771287,0.67,0.14,0.19,,0.25,0.0,0.07,0.0,0.06,0.06,0.03,0.0,0.06,0.03,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Old worker,2193616,0.66,0.11,0.22,0.31,,0.0,0.07,0.0,0.04,0.12,0.02,0.0,0.06,0.02,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Rural,3990375,0.83,0.08,0.09,0.16,0.14,0.0,0.05,0.0,0.02,0.05,0.01,0.0,0.02,0.01,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Total,5606517,0.68,0.12,0.2,0.3,0.27,0.0,0.08,0.0,0.03,0.11,0.02,0.0,0.05,0.02,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Urban,1616142,0.36,0.19,0.45,0.64,0.58,0.0,0.13,0.01,0.06,0.24,0.04,0.01,0.11,0.06,,,,,,,,,,
Lao PDR,LAO,East Asia and Pacific,2007,ecs,Young worker,1140840,0.73,0.12,0.14,0.28,0.27,0.0,0.09,0.0,0.03,0.09,0.01,0.0,0.02,0.02,,,,,,,,,,
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Female,918658,0.19,0.26,0.55,0.81,0.69,0.0,0.11,0.02,0.13,0.2,0.09,0.17,0.05,0.03,0.07,0.0,0.02,0.04,0.24,0.04,0.09,0.01,0.48,0.02
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Higher education,1805253,0.23,0.24,0.53,0.81,0.69,0.01,0.09,0.01,0.13,0.18,0.1,0.17,0.06,0.02,0.04,0.01,0.01,0.04,0.11,0.04,0.13,0.01,0.61,0.02
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Male,886595,0.26,0.23,0.51,,0.69,0.02,0.08,0.0,0.13,0.16,0.1,0.17,0.06,0.02,0.02,0.01,0.01,0.04,0.04,0.04,0.15,0.01,0.67,0.02
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Old worker,663120,0.21,0.24,0.55,0.83,,0.01,0.09,0.01,0.12,0.18,0.1,0.18,0.06,0.03,0.04,0.01,0.02,0.04,0.11,0.04,0.15,0.01,0.56,0.02
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Rural,1467853,0.28,0.27,0.45,0.75,0.66,0.01,0.07,0.01,0.17,0.17,0.09,0.11,0.05,0.03,0.02,0.0,0.01,0.03,0.1,0.04,0.12,0.01,0.66,0.01
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Total,1805253,0.23,0.24,0.53,0.81,0.69,0.01,0.09,0.01,0.13,0.18,0.1,0.17,0.06,0.02,0.04,0.01,0.01,0.04,0.11,0.04,0.13,0.01,0.61,0.02
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Urban,337400,0.1,0.18,0.72,0.91,0.88,0.0,0.14,0.01,0.03,0.21,0.11,0.32,0.07,0.01,0.08,0.01,0.04,0.08,0.12,0.03,0.16,0.02,0.42,0.04
Lesotho,LSO,Sub-Saharan Africa,2010,hbs,Young worker,420505,0.31,0.24,0.45,0.69,0.69,0.0,0.09,0.0,0.15,0.16,0.09,0.12,0.05,0.02,0.01,0.0,0.0,0.03,0.09,0.03,0.05,0.01,0.77,0.01
Liberia,LBR,Sub-Saharan Africa,2014,hies,Female,2051577,0.27,0.73,0.0,0.73,0.61,0.48,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.08,0.05,0.21,0.05,0.02,0.01,0.31,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Higher education,1317590,0.23,0.77,0.0,0.9,0.63,0.53,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.26,0.11,0.04,0.2,0.02,0.13,0.09,0.11,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Lower education,2674173,0.41,0.59,0.0,0.6,0.47,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.04,0.02,0.15,0.07,0.13,0.1,0.37,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Male,1940186,0.31,0.69,0.0,,0.5,0.49,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.08,0.02,0.17,0.03,0.16,0.11,0.19,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Old worker,1424174,0.29,0.71,0.0,0.75,,0.5,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.08,0.03,0.18,0.04,0.13,0.09,0.19,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Rural,1619161,0.49,0.51,0.0,0.48,0.37,0.44,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,0.03,0.04,0.09,0.09,0.07,0.09,0.37,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Total,3991763,0.31,0.69,0.0,0.73,0.53,0.49,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.08,0.03,0.18,0.04,0.13,0.09,0.21,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Urban,2372602,0.22,0.78,0.0,0.85,0.65,0.51,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.11,0.03,0.22,0.01,0.15,0.1,0.15,0.0
Liberia,LBR,Sub-Saharan Africa,2014,hies,Young worker,685785,0.47,0.53,0.0,0.61,0.53,0.37,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.17,0.03,0.07,0.08,0.46,0.0
Lithuania,LTU,Europe and Central Asia,2008,hbs,Female,1799096,,,,,,,,,,,,,,,0.07,0.23,0.14,0.07,0.19,0.05,0.1,0.03,0.13,0.0
Lithuania,LTU,Europe and Central Asia,2008,hbs,Higher education,2912200,,,,,,,,,,,,,,,0.05,0.09,0.1,0.04,0.15,0.06,0.24,0.13,0.13,0.0
Lithuania,LTU,Europe and Central Asia,2008,hbs,Lower education,453899,,,,,,,,,,,,,,,0.2,0.47,0.13,0.04,0.06,0.01,0.05,0.02,0.02,0.0
Lithuania,LTU,Europe and Central Asia,2008,hbs,Male,1567003,,,,,,,,,,,,,,,0.1,0.12,0.07,0.02,0.07,0.06,0.3,0.18,0.08,0.01
Lithuania,LTU,Europe and Central Asia,2008,hbs,Old worker,1777767,,,,,,,,,,,,,,,0.09,0.18,0.1,0.04,0.12,0.06,0.2,0.11,0.11,0.0
Lithuania,LTU,Europe and Central Asia,2008,hbs,Rural,1115313,,,,,,,,,,,,,,,0.05,0.1,0.06,0.03,0.11,0.16,0.2,0.11,0.16,0.0
Lithuania,LTU,Europe and Central Asia,2008,hbs,Total,3366099,,,,,,,,,,,,,,,0.08,0.17,0.11,0.04,0.13,0.05,0.2,0.1,0.1,0.0
Lithuania,LTU,Europe and Central Asia,2008,hbs,Urban,2250786,,,,,,,,,,,,,,,0.1,0.2,0.13,0.05,0.14,0.01,0.2,0.1,0.08,0.01
Lithuania,LTU,Europe and Central Asia,2008,hbs,Young worker,532481,,,,,,,,,,,,,,,0.04,0.16,0.14,0.08,0.21,0.02,0.18,0.08,0.1,0.0
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Female,10703442,0.7,0.07,0.23,0.3,0.25,0.01,0.06,0.0,0.0,0.1,0.0,0.0,0.04,0.09,0.0,0.03,0.01,0.01,0.09,0.68,0.07,0.01,0.08,0.0
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Higher education,6935706,0.4,0.15,0.46,0.61,0.48,0.01,0.1,0.0,0.04,0.17,0.04,0.02,0.12,0.1,0.02,0.09,0.03,0.02,0.14,0.39,0.14,0.04,0.07,0.01
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Lower education,14313433,0.83,0.05,0.11,0.18,0.15,0.01,0.04,0.0,0.01,0.05,0.01,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.04,0.81,0.05,0.01,0.07,0.0
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Male,10545697,0.7,0.1,0.21,,0.25,0.01,0.05,0.0,0.04,0.07,0.04,0.01,0.05,0.04,0.01,0.03,0.01,0.01,0.06,0.67,0.09,0.03,0.07,0.0
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Old worker,7105876,0.68,0.09,0.23,0.32,,0.01,0.06,0.0,0.02,0.1,0.02,0.01,0.05,0.05,0.01,0.04,0.01,0.01,0.08,0.66,0.09,0.02,0.07,0.0
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Rural,17647946,0.78,0.06,0.16,0.22,0.19,0.01,0.04,0.0,0.01,0.06,0.01,0.0,0.03,0.04,0.0,0.02,0.01,0.0,0.05,0.76,0.06,0.01,0.05,0.0
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Total,21249139,0.7,0.08,0.22,0.3,0.25,0.01,0.05,0.0,0.02,0.09,0.02,0.01,0.04,0.06,0.01,0.03,0.01,0.01,0.07,0.68,0.08,0.02,0.07,0.0
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Urban,3601193,0.28,0.17,0.55,0.71,0.64,0.01,0.11,0.0,0.05,0.21,0.05,0.03,0.09,0.16,0.02,0.06,0.03,0.02,0.16,0.26,0.16,0.06,0.16,0.01
Madagascar,MDG,Sub-Saharan Africa,2012,ensom,Young worker,3663688,0.75,0.06,0.19,0.25,0.25,0.01,0.04,0.0,0.01,0.06,0.01,0.0,0.01,0.1,0.0,0.01,0.0,0.0,0.05,0.72,0.06,0.01,0.08,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Female,8480952,0.93,0.01,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.01,0.26,0.02,0.08,0.17,0.11,0.03,0.01,0.26,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Higher education,4723404,0.65,0.06,0.3,0.29,0.1,0.0,0.04,0.01,0.01,0.02,0.03,0.02,0.07,0.15,0.01,0.28,0.03,0.08,0.13,0.05,0.06,0.13,0.17,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Lower education,11584355,0.95,0.01,0.04,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.02,0.01,0.03,0.1,0.2,0.13,0.08,0.36,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Male,7826807,0.82,0.04,0.14,,0.05,0.0,0.02,0.0,0.01,0.01,0.02,0.01,0.02,0.08,0.01,0.15,0.02,0.05,0.1,0.1,0.1,0.15,0.23,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Old worker,5107248,0.83,0.03,0.14,0.09,,0.0,0.02,0.0,0.01,0.01,0.02,0.01,0.03,0.08,0.01,0.19,0.02,0.06,0.11,0.1,0.07,0.12,0.24,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Rural,13215107,0.95,0.01,0.04,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.22,0.01,0.03,0.07,0.2,0.12,0.07,0.21,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Total,16307759,0.87,0.02,0.11,0.07,0.05,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.02,0.06,0.01,0.18,0.02,0.06,0.12,0.11,0.08,0.11,0.24,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Urban,3092652,0.45,0.09,0.46,0.48,0.29,0.0,0.06,0.01,0.02,0.03,0.06,0.03,0.06,0.28,0.01,0.15,0.03,0.09,0.16,0.03,0.05,0.15,0.27,0.0
Malawi,MWI,Sub-Saharan Africa,2016,v02,Young worker,3199492,0.95,0.01,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.11,0.0,0.05,0.17,0.14,0.16,0.07,0.23,0.0
Maldives,MDV,South Asia,2009,hies,Female,159396,0.04,0.17,0.79,0.96,1.0,0.0,0.16,0.0,0.01,0.16,0.03,0.03,0.15,0.42,0.03,0.19,0.16,0.16,0.08,0.07,0.16,0.01,0.14,0.0
Maldives,MDV,South Asia,2009,hies,Higher education,200080,0.06,0.13,0.81,0.99,0.95,0.0,0.07,0.02,0.04,0.2,0.09,0.04,0.22,0.26,0.1,0.16,0.17,0.15,0.12,0.06,0.09,0.05,0.06,0.03
Maldives,MDV,South Asia,2009,hies,Lower education,106650,0.27,0.23,0.5,0.88,0.87,0.01,0.15,0.02,0.05,0.14,0.08,0.0,0.1,0.17,0.05,0.02,0.08,0.03,0.06,0.25,0.22,0.1,0.19,0.0
Maldives,MDV,South Asia,2009,hies,Male,147334,0.18,0.16,0.66,,0.9,0.0,0.05,0.03,0.07,0.2,0.12,0.03,0.2,0.11,0.12,0.07,0.13,0.08,0.11,0.14,0.12,0.1,0.08,0.04
Maldives,MDV,South Asia,2009,hies,Old worker,125429,0.15,0.18,0.67,0.94,,0.0,0.11,0.02,0.05,0.16,0.08,0.02,0.18,0.23,0.1,0.11,0.13,0.08,0.07,0.14,0.15,0.08,0.12,0.02
Maldives,MDV,South Asia,2009,hies,Rural,133442,0.26,0.21,0.53,0.91,0.89,0.0,0.13,0.03,0.05,0.13,0.05,0.01,0.1,0.24,0.05,0.09,0.13,0.06,0.06,0.24,0.18,0.08,0.11,0.0
Maldives,MDV,South Asia,2009,hies,Total,306730,0.13,0.16,0.71,0.96,0.95,0.0,0.09,0.02,0.05,0.18,0.09,0.03,0.18,0.23,0.09,0.12,0.14,0.11,0.1,0.11,0.13,0.07,0.1,0.02
Maldives,MDV,South Asia,2009,hies,Urban,173288,0.04,0.13,0.83,0.99,0.99,0.0,0.07,0.01,0.04,0.21,0.11,0.04,0.24,0.23,0.11,0.13,0.15,0.15,0.13,0.03,0.1,0.05,0.1,0.04
Maldives,MDV,South Asia,2009,hies,Young worker,72750,0.05,0.1,0.85,1.0,0.95,0.0,0.05,0.01,0.03,0.27,0.11,0.05,0.17,0.26,0.03,0.14,0.19,0.24,0.19,0.05,0.07,0.02,0.05,0.02
Mali,MLI,Sub-Saharan Africa,2010,epam,Female,7547114,0.52,0.29,0.19,0.48,0.43,0.0,0.08,0.0,0.2,0.03,0.0,0.01,0.03,0.12,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Higher education,7881169,0.48,0.24,0.28,0.6,0.29,0.01,0.09,0.0,0.14,0.02,0.03,0.02,0.16,0.05,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Lower education,7149827,0.69,0.2,0.11,0.45,0.27,0.01,0.07,0.0,0.13,0.01,0.01,0.0,0.03,0.06,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Male,7483883,0.7,0.16,0.14,,0.16,0.01,0.07,0.0,0.08,0.0,0.02,0.01,0.09,0.01,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Old worker,4630378,0.6,0.23,0.17,0.5,,0.01,0.08,0.0,0.14,0.01,0.02,0.01,0.08,0.05,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Rural,11744658,0.77,0.14,0.09,0.37,0.2,0.01,0.05,0.0,0.09,0.01,0.0,0.0,0.02,0.05,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Total,15030997,0.63,0.21,0.16,0.48,0.28,0.01,0.07,0.0,0.13,0.01,0.01,0.01,0.06,0.06,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Urban,3286338,0.08,0.5,0.42,0.96,0.88,0.01,0.17,0.01,0.32,0.02,0.06,0.04,0.22,0.08,,,,,,,,,,
Mali,MLI,Sub-Saharan Africa,2010,epam,Young worker,2418840,0.72,0.17,0.11,0.43,0.28,0.01,0.06,0.0,0.1,0.02,0.01,0.0,0.02,0.07,,,,,,,,,,
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Female,1775831,0.07,0.06,0.87,0.93,0.96,0.0,0.05,0.0,0.0,0.33,0.0,0.09,0.14,0.31,0.04,0.0,0.19,0.09,0.43,0.08,0.03,0.0,0.12,0.0
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Higher education,1139574,0.06,0.1,0.84,0.99,0.93,0.04,0.02,0.04,0.0,0.19,0.05,0.08,0.39,0.13,0.17,0.0,0.21,0.18,0.21,0.04,0.0,0.0,0.1,0.07
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Lower education,2211015,0.25,0.11,0.65,0.92,0.77,0.01,0.03,0.06,0.0,0.25,0.04,0.11,0.05,0.2,0.01,0.0,0.21,0.02,0.29,0.25,0.01,0.0,0.17,0.01
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Male,1574758,0.25,0.12,0.63,,0.71,0.02,0.02,0.08,0.0,0.2,0.05,0.11,0.12,0.14,0.05,0.0,0.22,0.05,0.22,0.24,0.01,0.0,0.16,0.03
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Old worker,1123809,0.2,0.11,0.69,0.93,,0.02,0.03,0.06,0.0,0.24,0.04,0.1,0.14,0.16,0.05,0.0,0.21,0.06,0.27,0.2,0.01,0.0,0.14,0.03
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Rural,1730560,0.41,0.07,0.52,0.85,0.61,0.0,0.02,0.04,0.0,0.18,0.02,0.09,0.05,0.18,0.02,0.0,0.14,0.02,0.23,0.43,0.02,0.0,0.12,0.0
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Total,3350589,0.2,0.11,0.69,0.93,0.79,0.01,0.03,0.06,0.0,0.23,0.04,0.11,0.13,0.19,0.05,0.0,0.21,0.06,0.27,0.2,0.01,0.0,0.15,0.03
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Urban,1620029,0.06,0.13,0.81,0.99,0.95,0.02,0.03,0.07,0.0,0.27,0.06,0.12,0.18,0.19,0.07,0.0,0.25,0.08,0.29,0.06,0.01,0.0,0.17,0.04
Mauritania,MRT,Sub-Saharan Africa,2014,epcv,Young worker,576132,0.21,0.08,0.71,0.96,0.79,0.0,0.03,0.05,0.0,0.18,0.02,0.13,0.04,0.33,0.01,0.0,0.2,0.02,0.25,0.21,0.01,0.0,0.25,0.03
Mexico,MEX,Latin America and Caribbean,2012,enigh,Female,60239393,0.09,0.15,0.76,0.91,0.94,0.0,0.14,0.0,0.01,0.38,0.01,0.06,0.2,0.11,0.03,0.14,0.1,0.21,0.1,0.06,0.07,0.03,0.26,0.0
Mexico,MEX,Latin America and Caribbean,2012,enigh,Higher education,71838912,0.08,0.24,0.69,0.96,0.88,0.01,0.16,0.01,0.06,0.31,0.04,0.08,0.21,0.03,0.05,0.2,0.08,0.16,0.08,0.04,0.09,0.09,0.2,0.0
Mexico,MEX,Latin America and Caribbean,2012,enigh,Lower education,45610737,0.29,0.26,0.46,0.79,0.69,0.0,0.14,0.0,0.11,0.27,0.03,0.02,0.04,0.08,0.0,0.02,0.01,0.1,0.07,0.19,0.16,0.07,0.36,0.0
Mexico,MEX,Latin America and Caribbean,2012,enigh,Male,57210256,0.18,0.3,0.52,,0.81,0.01,0.16,0.01,0.13,0.25,0.06,0.07,0.13,0.01,0.04,0.15,0.04,0.1,0.07,0.11,0.13,0.12,0.24,0.0
Mexico,MEX,Latin America and Caribbean,2012,enigh,Old worker,54194064,0.14,0.24,0.62,0.9,,0.01,0.15,0.01,0.08,0.29,0.04,0.06,0.17,0.05,0.04,0.16,0.06,0.14,0.08,0.1,0.12,0.09,0.22,0.0
