,Country Code,Year of Survey,Country name,Region,Region Code,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
44,BDI,2013,Burundi,Sub-Saharan Africa,SSF,ecvm,Male,4400149,0.5,0.17,0.31,0.03,0.11,0.47,0.5,0.47,0.03,1567425.89,0.79,,0.04,0.77,0.12,0.97,0.03,0.94,0.06,0.21,0.78,0.01,,,,,,,0.77,0.07,0.16,,0.23,0.01,0.03,0.0,0.03,0.06,0.03,0.01,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.39,0.22,0.01
45,BDI,2013,Burundi,Sub-Saharan Africa,SSF,ecvm,Old worker,2891205,0.0,0.0,1.0,0.0,0.11,1.0,0.5,0.47,0.03,2662921.47,0.96,0.96,,0.94,0.08,0.98,0.02,,,0.12,0.87,0.01,,,,,,,0.86,0.04,0.1,0.06,,0.0,0.02,0.0,0.01,0.04,0.01,0.0,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.3,0.09,0.01
46,BDI,2013,Burundi,Sub-Saharan Africa,SSF,ecvm,Rural,8318638,0.49,0.17,0.31,0.03,0.0,0.48,0.5,0.47,0.03,3198022.2,0.83,0.85,0.03,0.82,0.07,0.99,0.01,0.97,0.03,0.09,0.9,0.01,,,,,,,0.91,0.03,0.06,0.03,0.08,0.0,0.02,0.0,0.01,0.02,0.01,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.35,0.15,0.0
47,BDI,2013,Burundi,Sub-Saharan Africa,SSF,ecvm,Total,9251317,0.48,0.18,0.31,0.03,0.1,0.49,1.05,0.99,0.06,3499213.19,0.77,0.83,0.04,0.76,0.07,0.98,0.02,0.96,0.04,0.12,0.87,0.01,,,,,,,0.87,0.04,0.1,0.06,0.12,0.0,0.02,0.0,0.01,0.04,0.01,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.35,0.19,0.01
48,BDI,2013,Burundi,Sub-Saharan Africa,SSF,ecvm,Urban,932678,0.41,0.22,0.35,0.02,1.0,0.57,0.5,0.47,0.03,301190.99,0.67,0.61,0.08,0.57,0.09,0.85,0.15,0.81,0.19,0.54,0.43,0.03,,,,,,,0.27,0.1,0.63,0.61,0.76,0.01,0.04,0.01,0.04,0.22,0.09,0.03,0.04,0.25,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.31,0.46,0.03
49,BDI,2013,Burundi,Sub-Saharan Africa,SSF,ecvm,Young worker,1629114,0.0,1.0,0.0,0.0,0.13,1.0,0.5,0.47,0.03,836291.71,0.54,0.59,0.04,0.52,0.04,0.96,0.04,0.96,0.04,0.14,0.85,0.01,,,,,,,0.88,0.03,0.1,0.06,0.12,0.0,0.01,0.0,0.01,0.03,0.01,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.43,0.35,0.0
50,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Female,4412289,0.45,0.16,0.35,0.03,0.42,0.51,0.52,0.49,0.04,1577985.09,0.7,0.7,0.23,0.69,0.13,0.99,0.01,0.99,0.01,0.05,0.94,0.01,0.99,0.01,0.06,0.0,0.01,0.01,0.36,0.17,0.46,0.64,0.65,0.0,0.17,0.0,0.0,0.0,0.35,0.0,0.01,0.1,,,,,,,,,,,41.0,0.31,0.23,0.22,0.22,0.0,40.0,38.94,0.18,15.0,30.0,40.0,,1.8,0.64,0.13,0.22,0.0
51,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Higher education,2839917,0.58,0.22,0.19,0.01,0.53,0.41,0.52,0.49,0.04,541433.28,0.47,0.41,0.07,0.45,0.1,0.97,0.03,0.94,0.06,0.41,0.56,0.03,0.88,0.12,0.33,0.05,0.12,0.16,0.13,0.18,0.69,0.94,0.76,0.0,0.16,0.01,0.01,0.04,0.29,0.02,0.04,0.31,,,,,,,,,,,41.0,0.23,0.32,0.36,0.35,0.0,60.0,58.42,0.27,43.0,52.0,65.0,0.74,1.8,0.0,0.0,0.99,0.01
52,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Lower education,5857697,0.43,0.13,0.39,0.05,0.37,0.52,0.52,0.49,0.04,2473879.24,0.81,0.77,0.25,0.81,0.16,1.0,0.0,0.99,0.01,0.04,0.95,0.01,1.0,0.0,0.04,0.0,0.0,0.0,0.47,0.17,0.35,0.6,0.54,0.01,0.15,0.01,0.0,0.02,0.26,0.0,0.0,0.07,,,,,,,,,,,41.0,0.26,0.26,0.19,0.18,0.0,35.0,34.08,0.15,20.0,39.0,40.0,0.74,1.8,0.71,0.21,0.08,0.0
53,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Male,4285326,0.51,0.16,0.3,0.04,0.42,0.46,0.52,0.49,0.04,1437327.44,0.74,,0.1,0.73,0.17,0.99,0.01,0.98,0.02,0.17,0.81,0.02,0.96,0.04,0.13,0.01,0.04,0.05,0.47,0.17,0.36,,0.48,0.02,0.14,0.01,0.01,0.05,0.17,0.01,0.01,0.12,,,,,,,,,,,41.0,0.2,0.32,0.31,0.3,0.0,55.0,53.55,0.24,30.0,48.0,60.0,,1.8,0.4,0.19,0.41,0.01
54,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Old worker,2806888,0.0,0.0,1.0,0.0,0.45,1.0,0.52,0.49,0.04,2432827.71,0.87,0.81,,0.86,0.17,0.99,0.01,,,0.11,0.87,0.02,0.97,0.03,0.09,0.01,0.03,0.04,0.41,0.17,0.42,0.63,,0.01,0.15,0.01,0.0,0.02,0.28,0.0,0.01,0.1,,,,,,,,,,,41.0,0.25,0.27,0.31,0.3,0.0,56.0,54.52,0.25,30.0,50.0,60.0,0.74,1.8,0.64,0.15,0.2,0.0
55,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Rural,5051983,0.51,0.15,0.31,0.04,0.0,0.45,0.52,0.49,0.04,1724020.08,0.75,0.74,0.16,0.75,0.19,1.0,0.0,0.99,0.01,0.04,0.96,0.01,0.99,0.01,0.05,0.0,0.01,0.01,0.58,0.15,0.27,0.49,0.44,0.01,0.13,0.0,0.0,0.02,0.19,0.0,0.0,0.06,,,,,,,,,,,41.0,0.28,0.22,0.22,0.22,0.0,40.0,38.94,0.18,20.0,32.0,50.0,0.74,1.8,0.66,0.14,0.2,0.0
56,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Total,8697615,0.48,0.16,0.32,0.04,0.42,0.48,1.06,0.99,0.07,3015312.53,0.72,0.7,0.17,0.71,0.15,0.99,0.01,0.98,0.02,0.11,0.88,0.01,0.98,0.02,0.09,0.01,0.02,0.03,0.41,0.17,0.41,0.64,0.58,0.01,0.16,0.01,0.0,0.03,0.27,0.0,0.01,0.11,,,,,,,,,,,41.0,0.26,0.27,0.28,0.27,0.0,50.0,48.68,0.22,25.0,45.0,55.0,0.74,1.8,0.53,0.16,0.3,0.0
57,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Urban,3645632,0.44,0.18,0.35,0.03,1.0,0.53,0.52,0.49,0.04,1291292.45,0.67,0.65,0.17,0.66,0.1,0.98,0.02,0.97,0.03,0.2,0.78,0.02,0.96,0.04,0.15,0.02,0.04,0.06,0.18,0.21,0.61,0.84,0.8,0.0,0.19,0.01,0.01,0.04,0.37,0.01,0.02,0.18,,,,,,,,,,,41.0,0.23,0.34,0.31,0.3,0.0,55.0,53.55,0.24,50.0,50.0,60.0,0.74,1.8,0.37,0.18,0.44,0.01
58,BEN,2011,Benin,Sub-Saharan Africa,SSF,emico,Young worker,1410313,0.0,1.0,0.0,0.0,0.47,1.0,0.52,0.49,0.04,582484.82,0.41,0.45,0.17,0.41,0.08,0.98,0.02,0.98,0.02,0.07,0.92,0.0,1.0,0.0,0.1,0.0,0.0,0.01,0.42,0.2,0.38,0.65,0.58,0.01,0.19,0.01,0.0,0.03,0.19,0.0,0.01,0.14,,,,,,,,,,,41.0,0.28,0.27,0.16,0.15,0.0,30.0,29.21,0.13,15.0,20.0,30.0,0.74,1.8,0.33,0.17,0.5,0.0
59,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Female,9924388,0.46,0.19,0.32,0.03,0.23,0.51,0.52,0.48,0.04,3179500.23,0.63,0.63,0.39,0.63,0.32,0.99,0.01,0.99,0.01,0.06,0.94,0.0,0.77,0.02,0.03,0.0,0.02,0.03,0.64,0.08,0.27,0.36,0.34,0.01,0.07,0.0,0.0,0.19,0.0,0.01,0.01,0.07,0.0,0.01,0.02,0.0,0.17,0.64,0.13,0.0,0.04,0.0,48.0,0.22,0.38,105.82,98.92,0.47,22500.0,21032.78,100.85,6490.38,17307.69,25000.0,,2.0,0.79,0.18,0.03,0.0
60,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Higher education,7069916,0.51,0.21,0.27,0.02,0.31,0.47,0.52,0.48,0.04,2014323.26,0.6,0.51,0.46,0.59,0.3,0.98,0.02,0.98,0.02,0.2,0.79,0.01,0.74,0.08,0.12,0.02,0.1,0.09,0.46,0.13,0.41,0.57,0.42,0.03,0.07,0.0,0.03,0.2,0.02,0.02,0.03,0.13,0.0,0.03,0.06,0.0,0.15,0.46,0.19,0.01,0.08,0.01,48.0,0.14,0.5,158.73,148.38,0.71,40000.0,37391.6,179.29,17307.69,40000.0,40000.0,0.71,2.0,0.0,0.77,0.18,0.05
61,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Lower education,12168378,0.47,0.17,0.32,0.04,0.18,0.48,0.52,0.48,0.04,4289674.11,0.73,0.68,0.22,0.73,0.35,0.99,0.01,0.99,0.01,0.05,0.94,0.0,0.76,0.01,0.02,0.0,0.01,0.02,0.73,0.09,0.19,0.28,0.24,0.02,0.05,0.0,0.01,0.14,0.01,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.12,0.72,0.11,0.0,0.03,0.0,48.0,0.17,0.46,126.98,118.7,0.57,30000.0,28043.7,134.47,10817.31,30000.0,31153.85,0.71,2.0,0.84,0.14,0.02,0.0
62,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Male,9306863,0.51,0.17,0.28,0.04,0.23,0.45,0.52,0.48,0.04,3123786.41,0.74,,0.25,0.74,0.35,0.99,0.01,0.99,0.01,0.14,0.85,0.01,0.74,0.05,0.07,0.01,0.06,0.05,0.63,0.12,0.25,,0.27,0.03,0.05,0.0,0.03,0.13,0.03,0.01,0.02,0.05,0.0,0.02,0.03,0.0,0.09,0.63,0.15,0.01,0.06,0.01,48.0,0.1,0.56,164.61,153.87,0.74,40000.0,37859.0,179.29,15144.23,34615.38,42403.85,,2.0,0.64,0.29,0.06,0.01
63,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Old worker,5763639,0.0,0.0,1.0,0.0,0.27,1.0,0.52,0.48,0.04,4467732.0,0.78,0.72,,0.77,0.36,0.99,0.01,,,0.11,0.88,0.0,0.74,0.04,0.07,0.01,0.06,0.05,0.62,0.1,0.28,0.36,,0.02,0.06,0.0,0.02,0.17,0.02,0.01,0.02,0.06,0.0,0.02,0.03,0.0,0.14,0.62,0.13,0.0,0.05,0.0,48.0,0.16,0.46,185.19,173.11,0.83,42403.85,39638.7,190.07,12980.77,40500.0,42403.85,0.71,2.0,0.8,0.16,0.03,0.01
64,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Rural,14838471,0.52,0.16,0.28,0.04,0.0,0.45,0.52,0.48,0.04,4776533.58,0.72,0.67,0.31,0.72,0.39,1.0,0.0,1.0,0.0,0.03,0.97,0.0,0.74,0.01,0.01,0.0,0.01,0.01,0.84,0.07,0.1,0.18,0.15,0.03,0.03,0.0,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.06,0.83,0.08,0.0,0.01,0.0,48.0,0.16,0.45,106.84,99.87,0.48,25000.0,23369.75,112.06,10817.31,20000.0,40000.0,0.71,2.0,0.79,0.2,0.01,0.0
65,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Total,19238294,0.48,0.18,0.3,0.03,0.23,0.48,1.08,1.01,0.07,6303997.37,0.68,0.63,0.32,0.68,0.33,0.99,0.01,0.99,0.01,0.1,0.89,0.0,0.96,0.04,0.05,0.01,0.04,0.04,0.64,0.1,0.26,0.36,0.31,0.02,0.06,0.0,0.02,0.16,0.01,0.01,0.01,0.06,0.0,0.01,0.03,0.0,0.13,0.64,0.14,0.0,0.05,0.0,48.0,0.16,0.47,145.83,136.32,0.65,35000.0,32717.65,156.88,12980.77,30000.0,37000.0,0.71,2.0,0.72,0.23,0.04,0.01
66,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Urban,4399823,0.38,0.24,0.36,0.03,1.0,0.59,0.52,0.48,0.04,1527463.79,0.59,0.53,0.35,0.57,0.14,0.97,0.03,0.95,0.05,0.33,0.66,0.01,0.81,0.11,0.16,0.03,0.12,0.12,0.13,0.19,0.69,0.87,0.85,0.01,0.13,0.0,0.05,0.39,0.04,0.03,0.05,0.18,0.0,0.04,0.07,0.0,0.3,0.13,0.29,0.01,0.14,0.01,48.0,0.15,0.54,154.32,144.26,0.69,37000.0,34587.23,165.84,30000.0,40500.0,37000.0,0.71,2.0,0.46,0.35,0.16,0.03
67,BFA,2014,Burkina Faso,Sub-Saharan Africa,SSF,emc,Young worker,3478399,0.0,1.0,0.0,0.0,0.3,1.0,0.52,0.48,0.04,1836265.37,0.53,0.48,0.32,0.52,0.28,0.99,0.01,0.99,0.01,0.08,0.92,0.0,0.78,0.0,0.01,0.0,0.01,0.01,0.69,0.11,0.2,0.34,0.31,0.03,0.06,0.0,0.01,0.13,0.01,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.1,0.69,0.15,0.01,0.05,0.0,48.0,0.15,0.5,62.5,58.42,0.28,15576.92,14561.15,69.82,10817.31,20000.0,15000.0,0.71,2.0,0.56,0.37,0.07,0.0
68,BGD,2015,Bangladesh,South Asia,SAS,lfs,Female,78848651,0.32,0.18,0.46,0.04,0.28,0.64,0.37,0.32,0.05,17688985.59,0.35,0.35,0.47,0.33,0.08,0.93,0.07,0.86,0.14,0.28,0.71,0.0,0.95,0.05,0.12,0.01,0.04,0.04,0.63,0.16,0.21,0.37,0.52,0.0,0.15,0.0,0.01,0.02,0.01,0.01,0.12,0.05,0.01,0.06,0.01,0.01,0.04,0.41,0.14,0.04,0.28,0.0,13.0,0.98,0.0,58.33,40.6,2.52,10000.0,7239.18,431.87,9000.0,10000.0,12000.0,,1.5,0.33,0.11,0.42,0.14
69,BGD,2015,Bangladesh,South Asia,SAS,lfs,Higher education,69539892,0.31,0.27,0.4,0.02,0.33,0.68,0.37,0.32,0.05,25545688.57,0.54,0.31,0.24,0.51,0.11,0.94,0.06,0.84,0.16,0.44,0.52,0.04,0.87,0.13,0.26,0.03,0.13,0.09,0.31,0.21,0.48,0.47,0.66,0.0,0.16,0.01,0.04,0.17,0.08,0.03,0.2,0.0,0.05,0.11,0.04,0.03,0.2,0.22,0.17,0.07,0.11,0.0,13.0,0.98,0.0,75.0,52.21,3.24,12000.0,8700.94,518.25,9000.0,11500.0,14000.0,1.03,1.5,0.0,0.0,0.63,0.37
70,BGD,2015,Bangladesh,South Asia,SAS,lfs,Lower education,88852897,0.35,0.09,0.49,0.07,0.24,0.58,0.37,0.32,0.05,33000545.59,0.64,0.39,0.38,0.62,0.12,0.98,0.02,0.95,0.05,0.37,0.61,0.02,0.98,0.02,0.06,0.0,0.02,0.01,0.52,0.2,0.29,0.31,0.65,0.0,0.13,0.0,0.06,0.1,0.12,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.13,0.36,0.15,0.08,0.27,0.0,13.0,0.98,0.0,55.56,38.67,2.4,9000.0,6473.5,388.69,8000.0,10000.0,10000.0,1.03,1.5,0.55,0.19,0.26,0.0
71,BGD,2015,Bangladesh,South Asia,SAS,lfs,Male,79544137,0.34,0.17,0.44,0.05,0.28,0.61,0.37,0.32,0.05,40857248.57,0.84,,0.09,0.82,0.13,0.97,0.03,0.9,0.1,0.44,0.51,0.04,0.92,0.08,0.16,0.02,0.07,0.05,0.35,0.22,0.44,,0.72,0.0,0.14,0.01,0.07,0.18,0.14,0.02,0.1,0.0,0.03,0.05,0.02,0.02,0.21,0.25,0.17,0.09,0.17,0.0,13.0,0.98,0.0,61.11,42.54,2.64,10000.0,6960.75,431.87,8000.0,11000.0,12000.0,,1.5,0.29,0.11,0.42,0.18
72,BGD,2015,Bangladesh,South Asia,SAS,lfs,Old worker,71189986,0.0,0.0,1.0,0.0,0.29,1.0,0.37,0.32,0.05,47108604.45,0.66,0.39,,0.65,0.13,0.98,0.02,,,0.37,0.59,0.03,0.92,0.08,0.14,0.02,0.08,0.05,0.45,0.18,0.38,0.34,,0.0,0.12,0.01,0.05,0.14,0.1,0.02,0.1,0.02,0.02,0.05,0.02,0.01,0.16,0.32,0.14,0.07,0.2,0.0,13.0,0.98,0.0,62.78,43.7,2.71,10000.0,7214.82,431.87,8200.0,11000.0,13000.0,1.03,1.5,0.39,0.12,0.36,0.13
73,BGD,2015,Bangladesh,South Asia,SAS,lfs,Rural,113802554,0.34,0.17,0.44,0.05,0.0,0.61,0.37,0.32,0.05,41888853.4,0.6,0.37,0.29,0.58,0.14,0.96,0.04,0.89,0.11,0.33,0.64,0.02,0.96,0.04,0.1,0.01,0.04,0.03,0.54,0.16,0.29,0.24,0.55,0.0,0.11,0.0,0.05,0.11,0.08,0.01,0.08,0.01,0.01,0.04,0.01,0.01,0.13,0.38,0.14,0.06,0.22,0.0,13.0,0.98,0.0,58.33,40.6,2.52,10000.0,6960.75,431.87,8000.0,10400.0,12000.0,1.03,1.5,0.34,0.11,0.41,0.14
74,BGD,2015,Bangladesh,South Asia,SAS,lfs,Total,158392789,0.33,0.17,0.45,0.05,0.28,0.62,0.61,0.53,0.07,58546234.16,0.59,0.35,0.28,0.57,0.11,0.96,0.04,0.89,0.11,0.4,0.57,0.03,0.93,0.07,0.15,0.02,0.06,0.04,0.43,0.2,0.37,0.37,0.65,0.0,0.14,0.01,0.05,0.13,0.1,0.01,0.11,0.02,0.02,0.05,0.02,0.01,0.16,0.3,0.16,0.08,0.2,0.0,13.0,0.98,0.0,61.11,42.54,2.64,10000.0,6960.75,431.87,8250.0,10500.0,12000.0,1.03,1.5,0.31,0.11,0.42,0.16
75,BGD,2015,Bangladesh,South Asia,SAS,lfs,Urban,44590235,0.31,0.18,0.47,0.04,1.0,0.65,0.37,0.32,0.05,16657380.77,0.57,0.31,0.26,0.54,0.05,0.96,0.04,0.88,0.12,0.55,0.4,0.04,0.87,0.13,0.27,0.03,0.12,0.07,0.14,0.3,0.57,0.76,0.9,0.0,0.22,0.01,0.06,0.19,0.14,0.03,0.17,0.03,0.05,0.08,0.03,0.03,0.23,0.09,0.21,0.11,0.16,0.0,13.0,0.98,0.0,66.67,46.41,2.88,11000.0,7865.65,475.06,9000.0,10500.0,12000.0,1.03,1.5,0.25,0.1,0.43,0.22
76,BGD,2015,Bangladesh,South Asia,SAS,lfs,Young worker,27450111,0.0,1.0,0.0,0.0,0.3,1.0,0.37,0.32,0.05,11437629.72,0.42,0.27,0.28,0.37,0.06,0.89,0.11,0.89,0.11,0.5,0.48,0.01,0.98,0.02,0.16,0.01,0.02,0.03,0.35,0.31,0.35,0.52,0.65,0.0,0.23,0.01,0.07,0.12,0.09,0.01,0.12,0.01,0.01,0.06,0.01,0.01,0.14,0.23,0.26,0.09,0.19,0.0,13.0,0.99,0.0,55.56,38.67,2.4,10000.0,6960.75,431.87,8400.0,10000.0,10200.0,1.03,1.5,0.1,0.09,0.56,0.24
77,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Female,1762908,0.17,0.14,0.53,0.17,0.4,0.67,0.33,0.17,0.15,413103.06,0.35,0.35,0.87,0.27,,0.77,0.23,0.86,0.14,0.81,0.16,0.04,,,0.87,,,0.01,0.12,0.17,0.71,0.88,0.88,0.01,0.14,0.02,0.01,0.29,0.03,0.05,0.05,0.3,0.02,0.11,0.14,0.14,0.29,0.1,0.04,0.03,0.12,0.0,,,,,,,,,,,,,,,,,,
78,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Higher education,3447156,0.17,0.15,0.53,0.15,0.39,0.67,0.33,0.17,0.15,1173511.43,0.5,0.35,0.83,0.41,,0.81,0.19,0.88,0.12,0.77,0.18,0.05,,,0.83,,,0.01,0.13,0.33,0.54,0.88,0.88,0.02,0.15,0.03,0.13,0.2,0.07,0.03,0.06,0.18,0.02,0.07,0.15,0.08,0.2,0.1,0.08,0.1,0.17,0.01,,,,,,,,,,,,,,,,,,
79,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Male,1684248,0.18,0.15,0.53,0.13,0.38,0.68,0.33,0.17,0.15,760408.37,0.66,,0.8,0.55,,0.83,0.17,0.89,0.11,0.76,0.19,0.06,,,0.81,,,0.01,0.14,0.41,0.45,,0.88,0.03,0.15,0.04,0.19,0.16,0.09,0.02,0.06,0.12,0.03,0.05,0.16,0.04,0.16,0.1,0.11,0.13,0.19,0.02,,,,,,,,,,,,,,,,,,
80,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Old worker,1818853,0.0,0.0,1.0,0.0,0.41,1.0,0.33,0.17,0.15,1088556.11,0.6,0.41,,0.48,,0.8,0.2,,,0.77,0.18,0.05,,,0.84,,,0.01,0.13,0.34,0.53,0.88,,0.02,0.15,0.04,0.13,0.19,0.07,0.03,0.06,0.19,0.03,0.08,0.15,0.08,0.19,0.1,0.08,0.1,0.17,0.01,,,,,,,,,,,,,,,,,,
81,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Rural,2097159,0.19,0.14,0.51,0.16,0.0,0.66,0.33,0.17,0.15,642533.5,0.47,0.27,0.83,0.37,,0.8,0.2,0.88,0.12,0.7,0.25,0.05,,,0.77,,,0.0,0.21,0.38,0.41,0.75,0.81,0.03,0.16,0.02,0.17,0.17,0.06,0.01,0.04,0.12,0.02,0.03,0.12,0.04,0.18,0.17,0.1,0.11,0.2,0.01,,,,,,,,,,,,,,,,,,
82,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Total,3447156,0.17,0.15,0.53,0.15,0.39,0.67,0.48,0.26,0.22,1173511.43,0.5,0.35,0.83,0.41,,0.81,0.19,0.88,0.12,0.77,0.18,0.05,,,0.83,,,0.01,0.13,0.33,0.54,0.88,0.88,0.02,0.15,0.03,0.13,0.2,0.07,0.03,0.06,0.18,0.02,0.07,0.15,0.08,0.2,0.1,0.08,0.1,0.17,0.01,,,,,,,,,,,,,,,,,,
83,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Urban,1349996,0.16,0.15,0.55,0.14,1.0,0.7,0.33,0.17,0.15,530977.93,0.56,0.47,0.83,0.45,,0.81,0.19,0.87,0.13,0.86,0.08,0.06,,,0.91,,,0.02,0.03,0.28,0.69,0.98,0.98,0.01,0.14,0.05,0.08,0.24,0.07,0.04,0.09,0.26,0.04,0.12,0.19,0.12,0.23,0.01,0.06,0.08,0.12,0.01,,,,,,,,,,,,,,,,,,
84,BIH,2007,Bosnia and Herzegovina,Europe and Central Asia,ECS,hbs,Young worker,506216,0.0,1.0,0.0,0.0,0.41,1.0,0.33,0.17,0.15,84955.32,0.17,0.13,0.83,0.15,,0.88,0.12,0.88,0.12,0.82,0.15,0.03,,,0.76,,,0.0,0.12,0.3,0.58,0.88,0.88,0.01,0.14,0.02,0.13,0.37,0.06,0.03,0.01,0.12,0.0,0.01,0.12,0.04,0.38,0.09,0.09,0.08,0.18,0.0,,,,,,,,,,,,,,,,,,
85,BLR,2016,Belarus,Europe and Central Asia,ECS,lfs,Female,3937328,0.0,0.11,0.76,0.12,0.8,0.88,0.13,0.0,0.13,2581888.2,0.75,0.75,0.55,0.72,0.02,0.96,0.04,0.92,0.08,1.0,0.0,0.0,,,0.97,,,,0.07,0.2,0.73,0.93,0.94,0.0,0.15,0.02,0.02,0.21,0.06,0.07,0.05,0.35,0.09,0.25,0.17,0.08,0.2,0.03,0.06,0.03,0.09,0.0,39.0,0.1,0.01,,,,,,,,,,,,,,,
86,BLR,2016,Belarus,Europe and Central Asia,ECS,lfs,Higher education,7290652,0.0,0.12,0.77,0.11,0.79,0.89,0.13,0.0,0.13,5046388.59,0.77,0.75,0.53,0.73,0.02,0.94,0.06,0.9,0.1,1.0,0.0,0.0,,,0.95,,,,0.1,0.31,0.59,0.93,0.91,0.01,0.18,0.05,0.08,0.16,0.09,0.06,0.05,0.23,0.11,0.18,0.11,0.05,0.14,0.03,0.16,0.13,0.08,0.0,39.0,0.07,0.02,,,,,,,,,,,,,,,
87,BLR,2016,Belarus,Europe and Central Asia,ECS,lfs,Male,3353324,0.0,0.14,0.78,0.09,0.78,0.91,0.13,0.0,0.13,2464500.39,0.81,,0.52,0.75,0.01,0.93,0.07,0.88,0.12,0.99,0.0,0.01,,,0.93,,,,0.13,0.44,0.43,,0.89,0.01,0.22,0.07,0.14,0.1,0.12,0.05,0.06,0.09,0.13,0.11,0.06,0.01,0.08,0.03,0.27,0.24,0.07,0.0,39.0,0.05,0.02,,,,,,,,,,,,,,,
